GeneID	Rank
CBX8	1701
NINJ2	1702
BEX4	1703
GLB1L2	1704
AMZ2	1705
RNFT2	1706
PINK1	1707
PYCRL	1708
LAT2	1709
PXDC1	1710
LRRC2	1711
MFAP2	1712
ACOT11	1713
SSR1	1714
CAPRIN1	1715
TMEM109	1716
LMBRD1	1717
PTK6	1718
RANGAP1	1719
S100A12	1720
CLEC7A	1721
CEACAM1	1722
EFCAB14	1723
ACP6	1724
TRPC6	1725
TSPYL1	1726
MSX1	1727
ARHGEF17	1728
COBLL1	1729
KCNMB3	1730
ASAH1	1731
CCL2	1732
DNASE1	1733
TIMM9	1734
ORC2	1735
KRT10	1736
SERPINH1	1737
KIF20B	1738
MRPS7	1739
IRF1	1740
SCARF1	1741
ANXA2	1742
RCBTB2	1743
COMP	1744
PRKDC	1745
SMYD3	1746
SLC37A4	1747
EEF1A2	1748
NAALADL1	1749
XPO1	1750
MYD88	1751
HCAR3	1752
CTSW	1753
SLCO3A1	1754
EIF4E2	1755
SNTB2	1756
CDKN2B	1757
MAN1A2	1758
C11orf24	1759
DNAAF5	1760
HIST1H2BH	1761
SLK	1762
CKMT1A	1763
TYRP1	1764
ROS1	1765
STX6	1766
DDR2	1767
CSNK2A1	1768
SEC61A2	1769
PLXNB3	1770
VWA5A	1771
ENTPD6	1772
SKIV2L	1773
FCGR2A	1774
FNBP1	1775
PTGES3L-AARSD1	1776
IARS	1777
PGK1	1778
PDE4B	1779
THY1	1780
GAR1	1781
PRR11	1782
SYT11	1783
YIF1A	1784
AKT3	1785
RBM17	1786
IL6R	1787
PLOD1	1788
GNAI2	1789
PTCRA	1790
TBRG4	1791
CTSO	1792
FCGR3B	1793
HMGB3P1	1794
UBE2Z	1795
SPON1	1796
LARP6	1797
PA2G4	1798
GNA11	1799
HSD17B11	1800
RAB11A	1801
STAMBP	1802
ZNF217	1803
CSTF3	1804
SPINK1	1805
SHANK2	1806
MYO19	1807
RGS2	1808
NQO1	1809
MYOM2	1810
ACTR5	1811
SSBP2	1812
CALM1	1813
IL16	1814
FCGR1B	1815
GSTO1	1816
CD101	1817
ZNF322	1818
ANK2	1819
MSMO1	1820
LPCAT3	1821
NOX4	1822
NTRK2	1823
PCDH9	1824
IFI30	1825
SLC25A28	1826
LPAR2	1827
MICA	1828
PIK3C2A	1829
HIST1H2BC	1830
WWC1	1831
FILIP1L	1832
SRF	1833
ARID4B	1834
VPS13A	1835
XYLT2	1836
IER2	1837
TRRAP	1838
WISP1	1839
TARS	1840
ARHGEF40	1841
SACM1L	1842
TMEM208	1843
MS4A4A	1844
CES1P1	1845
MRM2	1846
SDHAF3	1847
GRN	1848
EZH1	1849
SRPX2	1850
CYLD	1851
FASTKD1	1852
YIPF2	1853
TBXA2R	1854
OTUB2	1855
ADNP	1856
RNASE1	1857
NRN1	1858
ACOT1	1859
MCM3AP-AS1	1860
ISOC2	1861
ITGAL	1862
DDB1	1863
HLA-DRB6	1864
NLRP1	1865
TSPAN6	1866
WDYHV1	1867
METAP1	1868
XRCC3	1869
KAT2B	1870
ABHD11	1871
WDHD1	1872
LAMA3	1873
EIF4EBP2	1874
MBNL1	1875
MIS18A	1876
PPP1R3C	1877
LGALSL	1878
TCF7L2	1879
PTPN13	1880
SLC25A20	1881
SLC18A2	1882
SPATS2L	1883
CYP2U1	1884
AVPI1	1885
NKIRAS2	1886
MCOLN3	1887
THRA	1888
POSTN	1889
NFATC2IP	1890
PPP3CB	1891
RBPMS	1892
TNFRSF1B	1893
DSN1	1894
TTC13	1895
NR2F2	1896
CDK5RAP1	1897
PRICKLE3	1898
SNRPE	1899
LGSN	1900
CISD1	1901
PLA2G3	1902
GMCL1	1903
NAA40	1904
MYO1C	1905
GAPVD1	1906
KCTD13	1907
SUZ12	1908
TGM2	1909
TSC1	1910
ATP6V0D1	1911
ARC	1912
PHB	1913
COL5A1	1914
TCEAL1	1915
PEA15	1916
GUF1	1917
GANAB	1918
MXRA5	1919
GSAP	1920
ITGA5	1921
CDC6	1922
ERBB2	1923
DEPTOR	1924
SLC29A2	1925
MYBL2	1926
STRA6	1927
C7orf49	1928
LYPD1	1929
POP7	1930
SFN	1931
CHD1L	1932
PSME3	1933
GRHL2	1934
GORASP1	1935
PDPN	1936
RFC5	1937
CD163	1938
COA4	1939
INPP5K	1940
HIP1	1941
C3orf14	1942
ZAK	1943
CHAF1A	1944
PALM	1945
IGFBP6	1946
MIA3	1947
MAP1LC3C	1948
PKIA	1949
ITGB4	1950
NR2F1	1951
TXNIP	1952
AKR1A1	1953
ATP2B4	1954
COBL	1955
P2RY1	1956
PERP	1957
C17orf62	1958
PPP1CB	1959
PTBP3	1960
MGAT3	1961
XPC	1962
CHEK2	1963
TLR3	1964
FAM98A	1965
MYH4	1966
NFATC3	1967
ITGAM	1968
EIF1B	1969
LIG1	1970
NFASC	1971
SAMHD1	1972
SPC25	1973
GRTP1	1974
SCAMP5	1975
ITPK1	1976
TRIM22	1977
FA2H	1978
DHTKD1	1979
TNFSF10	1980
NUP62CL	1981
MAF	1982
PSMD12	1983
LMNB1	1984
MRAS	1985
TRAF6	1986
XPOT	1987
TRAF4	1988
SLC2A9	1989
STEAP3	1990
LRRC20	1991
EIF4EBP1	1992
NOP2	1993
F2RL1	1994
THOP1	1995
STX7	1996
CDC14B	1997
CASZ1	1998
TEX2	1999
TMEM246	2000
RAB15	2001
PAQR4	2002
ERAL1	2003
SLC2A3	2004
CALR	2005
MECP2	2006
MTMR6	2007
HNRNPA0	2008
KIAA0368	2009
SRPK2	2010
BRCC3	2011
TBXAS1	2012
C10orf76	2013
SDC1	2014
ZDHHC18	2015
ACP1	2016
MSN	2017
NCF1C	2018
FARP1	2019
PNRC1	2020
RNF34	2021
GTF3C3	2022
MATN3	2023
CPD	2024
OSBPL1A	2025
LRRC42	2026
PLPP1	2027
CDKN2A	2028
MED14	2029
ABCF2	2030
MYL6B	2031
ABCC10	2032
UNG	2033
SLCO4C1	2034
MTA1	2035
ADGRG6	2036
LEPROTL1	2037
ETNK2	2038
TMEM62	2039
TMED9	2040
SMYD5	2041
SEPT7	2042
DDO	2043
TFDP2	2044
ALAD	2045
TMEM106B	2046
LONP1	2047
OPLAH	2048
IL20RA	2049
DNMT3A	2050
VCL	2051
LYL1	2052
ADAR	2053
PCDH7	2054
GJA5	2055
MB	2056
TMED10	2057
WASF2	2058
LRP8	2059
PLXDC2	2060
MRPL2	2061
NETO2	2062
PALB2	2063
EIF3I	2064
SDHC	2065
SHC3	2066
ULK2	2067
FOXO3	2068
PARP2	2069
TTF2	2070
ASUN	2071
PUS7L	2072
NCF1	2073
NPDC1	2074
CHCHD2	2075
CTGF	2076
TRIM46	2077
LGALS8	2078
SCAMP3	2079
PCP4	2080
MBP	2081
JAK2	2082
ARIH2	2083
CYR61	2084
PLK3	2085
TPR	2086
PAQR5	2087
TIMM8A	2088
TIMP2	2089
HOMER3	2090
KIF18A	2091
CLN5	2092
RFWD3	2093
MRC1	2094
GTPBP4	2095
BRIX1	2096
ADGRG1	2097
HTR3A	2098
PPP2R5E	2099
SDCCAG3	2100
ENTPD5	2101
FBXO28	2102
SLC22A18AS	2103
CDCP1	2104
CTSF	2105
SLC7A1	2106
OSTF1	2107
ING3	2108
LCP1	2109
CKAP2	2110
CLDN4	2111
ETS1	2112
BST1	2113
OLFML3	2114
XDH	2115
COG2	2116
TGFB1I1	2117
HLA-DPA1	2118
BRCA1	2119
ADAMTS9	2120
CEACAM5	2121
TRIM27	2122
STAT1	2123
KCNK12	2124
EPHB3	2125
TMEM2	2126
ATP10A	2127
ABCE1	2128
MAP3K9	2129
CD37	2130
PRDM2	2131
MRPS18A	2132
UBXN4	2133
SDAD1	2134
UBQLN4	2135
DEAF1	2136
DOPEY2	2137
SRP9	2138
SGCB	2139
PTEN	2140
PPP1R16B	2141
MAPK13	2142
PRR7	2143
WWP2	2144
HEATR6	2145
ABCB9	2146
HRASLS	2147
AURKAIP1	2148
PSMD3	2149
UBTD1	2150
WRAP73	2151
ESPL1	2152
TPD52	2153
EFCAB11	2154
ARAP2	2155
ITPKB	2156
ICAM4	2157
SLC44A1	2158
ESPN	2159
SSRP1	2160
AFF2	2161
SHCBP1	2162
MPDZ	2163
DUSP3	2164
STX8	2165
PLXNA3	2166
TSKU	2167
ILF3	2168
SEC22B	2169
BARD1	2170
DSCR3	2171
TSPAN5	2172
PLAU	2173
KDELR1	2174
CPM	2175
AATF	2176
PTGER2	2177
B4GALT4	2178
HIST3H2A	2179
DLG5	2180
RTN1	2181
MYOC	2182
ZFP69B	2183
LZTFL1	2184
POLA2	2185
CEP72	2186
NDUFB11	2187
EMC1	2188
HIST1H4J	2189
PAPOLA	2190
IFNAR2	2191
GSTA4	2192
HSPE1	2193
ETV6	2194
ACBD3	2195
IRF6	2196
MRPS15	2197
NRIP3	2198
DDX27	2199
NDUFAB1	2200
NUP85	2201
NAALAD2	2202
CYP3A5	2203
C14orf2	2204
CLEC2B	2205
UBE2D3	2206
NFATC1	2207
CA9	2208
KCNK5	2209
PAPSS1	2210
GCHFR	2211
CPSF4	2212
C1GALT1	2213
NUP214	2214
RANBP10	2215
NOC2L	2216
B3GNT3	2217
POLR3K	2218
MAGI1	2219
EIF3M	2220
MICALL2	2221
MFSD9	2222
ETNK1	2223
SNX5	2224
E2F5	2225
NHP2	2226
SELE	2227
C14orf169	2228
CRIPT	2229
BAIAP2	2230
KANSL1L	2231
KLHL12	2232
SLC48A1	2233
CCNO	2234
GPSM2	2235
GNLY	2236
UQCR10	2237
SLC39A7	2238
FKBP4	2239
PRAME	2240
ST6GALNAC2	2241
WHSC1	2242
NACC2	2243
NTAN1	2244
RHOB	2245
MC1R	2246
KLRD1	2247
B3GAT3	2248
SLC38A10	2249
TMEM9B	2250
AP1S1	2251
DGUOK	2252
MT2A	2253
USP47	2254
HLTF	2255
SKP2	2256
NUP37	2257
MTHFD1	2258
NUP62	2259
ANK3	2260
LRRC49	2261
MRPS14	2262
KRT15	2263
AGK	2264
BCL11A	2265
CTDSP1	2266
FCHSD2	2267
SELPLG	2268
TOMM70	2269
JMJD4	2270
APOOL	2271
TRABD	2272
PLN	2273
ENAH	2274
PFKFB2	2275
LRRC59	2276
TRIT1	2277
USP39	2278
IRF8	2279
PPP2CB	2280
SLC25A4	2281
CNIH4	2282
RALGAPB	2283
BTD	2284
KRT19	2285
LRRC8D	2286
RHBDD3	2287
ATG12	2288
AMPD3	2289
HIST1H2BE	2290
PMAIP1	2291
MCM5	2292
ARFGAP1	2293
TMEM223	2294
ZFAND5	2295
PLXNA2	2296
SOD3	2297
TTLL7	2298
NCF4	2299
KIAA0408	2300
LHX6	2301
E2F8	2302
NKG7	2303
NPM1	2304
TRIM28	2305
RIN2	2306
RAMP1	2307
FADD	2308
DCSTAMP	2309
TMEM87A	2310
TPST2	2311
PPID	2312
CRYZL1	2313
PSMC1	2314
NR4A2	2315
CBX5	2316
TNFAIP3	2317
CFTR	2318
DOLPP1	2319
GPN2	2320
MOGS	2321
CCT4	2322
SNRPD1	2323
RPLP0	2324
ZKSCAN4	2325
UBB	2326
HSP90B1	2327
CYC1	2328
CDK16	2329
ABI2	2330
COX5A	2331
LAMP1	2332
TMEM134	2333
C10orf2	2334
WDR45B	2335
THEMIS2	2336
MRPS30	2337
PFAS	2338
RNF146	2339
AP1G2	2340
ITGAX	2341
KAT6A	2342
TMPRSS2	2343
DNM3	2344
TMEM43	2345
MLST8	2346
AHCYL2	2347
CLIC2	2348
THNSL1	2349
PDCD6	2350
VNN2	2351
AIFM1	2352
OTC	2353
ABCF1	2354
CPVL	2355
HLA-DRA	2356
MARK2	2357
CCNL1	2358
UGT8	2359
TUFT1	2360
KLF15	2361
PSMD2	2362
GFRA1	2363
FUBP1	2364
SRD5A3	2365
FAXDC2	2366
PIEZO2	2367
OSBPL11	2368
FAM173A	2369
KCTD12	2370
SERPINE2	2371
NPLOC4	2372
ZSCAN18	2373
ZNHIT3	2374
TUBA1A	2375
RAB32	2376
ITM2B	2377
LRP1	2378
SEPT11	2379
VAT1	2380
TSPO	2381
CRISPLD2	2382
RINT1	2383
PTPRH	2384
GAD1	2385
RNPS1	2386
NMT2	2387
SRSF3	2388
TRAF2	2389
ZMYND8	2390
AGTR2	2391
SSTR1	2392
CYP2B7P	2393
TLK1	2394
SNRPA	2395
MYL6	2396
TOM1L1	2397
ARAP1	2398
WDR62	2399
PFDN4	2400
RAN	2401
PRPF4	2402
CTSV	2403
RHOBTB2	2404
TAF6	2405
JAK1	2406
STX3	2407
POLDIP3	2408
LILRB5	2409
PLEKHA1	2410
RUVBL1	2411
POMT2	2412
CDC14A	2413
ACSS3	2414
CNTFR	2415
FAM69A	2416
FUT1	2417
NUPR1	2418
SCML1	2419
RCL1	2420
SEC62	2421
CTPS2	2422
CCRL2	2423
ENOPH1	2424
TRIM25	2425
HSP90AB1	2426
CHD4	2427
P4HA1	2428
ERCC1	2429
CCDC102B	2430
FH	2431
ACTR3	2432
ERBB4	2433
NBL1	2434
PIK3C2B	2435
RNF40	2436
YY1	2437
FTSJ1	2438
PAAF1	2439
LRRC15	2440
ELF3	2441
LAMP5	2442
FOXRED2	2443
RER1	2444
TIAM1	2445
SLC35C2	2446
ARID5A	2447
NDFIP1	2448
CMAHP	2449
OSTM1	2450
TBC1D4	2451
GLUL	2452
PRELID3B	2453
FBL	2454
PNO1	2455
MBOAT7	2456
ATP5H	2457
ARFGEF2	2458
TSPAN3	2459
ADAM12	2460
ZNF207	2461
CACNB3	2462
VAMP5	2463
WBP1L	2464
HEYL	2465
SMARCA4	2466
CXCR1	2467
SLC22A18	2468
PIK3R2	2469
ENPP4	2470
CRYL1	2471
IDE	2472
MKNK2	2473
GPR37	2474
SLC25A15	2475
GGCX	2476
TLN1	2477
TBC1D9	2478
EGFL6	2479
MEOX2	2480
LCP2	2481
DHCR24	2482
ATP13A2	2483
MXD3	2484
CDC7	2485
TARBP1	2486
FAM65B	2487
BNC2	2488
FSTL3	2489
GINS3	2490
FAS	2491
FAM124B	2492
DNAJB12	2493
LSS	2494
PTN	2495
KMO	2496
WNT2B	2497
CDKN1A	2498
EHMT2	2499
TMEM14A	2500
AGR2	2501
NRDC	2502
KNL1	2503
COL7A1	2504
FAAP100	2505
SCRN1	2506
TM9SF4	2507
DSCC1	2508
ZNF195	2509
RABIF	2510
SETBP1	2511
RPE	2512
INTS5	2513
PTGER3	2514
CEMIP	2515
IL17RA	2516
ETV5	2517
NUP107	2518
CETP	2519
DNA2	2520
RHOA	2521
HNRNPD	2522
TOMM40	2523
TGFA	2524
TBC1D1	2525
EIF4G1	2526
MNX1	2527
MYO1B	2528
TGM1	2529
GID8	2530
KIAA1024	2531
NR4A3	2532
TSR1	2533
NLE1	2534
MATK	2535
LSG1	2536
CDK5	2537
CD86	2538
CFB	2539
BCKDK	2540
SMG5	2541
GALNT6	2542
SMOX	2543
TBL1X	2544
PDE4D	2545
EHD4	2546
RHOT2	2547
EVI2B	2548
DBF4	2549
SCD5	2550
CCDC6	2551
GOT1	2552
ITSN2	2553
PIGA	2554
SYN2	2555
ENTPD7	2556
PRPS2	2557
MBNL2	2558
ATP8A1	2559
TMEM147	2560
ZSWIM1	2561
GAS1	2562
TUBB2B	2563
DCHS1	2564
GZMH	2565
DNMT1	2566
CYBB	2567
NIF3L1	2568
TMEM258	2569
FARSA	2570
ANKZF1	2571
PABPC1	2572
HLA-DPB1	2573
FOXA1	2574
CHST7	2575
ADGRL3	2576
TRAF3IP2	2577
IL1A	2578
SPRY2	2579
B4GALT2	2580
ALS2CL	2581
PDXK	2582
HGS	2583
COL4A5	2584
SNAP23	2585
TMEM186	2586
ICMT	2587
COPB1	2588
GNL3L	2589
GUCY1A3	2590
CNBP	2591
HDAC2	2592
ACAD8	2593
OBFC1	2594
ITCH	2595
CEP131	2596
UTP14A	2597
FRAT1	2598
SNU13	2599
CBX2	2600
GIPC2	2601
EID1	2602
NSL1	2603
CD53	2604
NECAP2	2605
NOP16	2606
ZBTB20	2607
CNR1	2608
ACLY	2609
RXRG	2610
DCAF4	2611
PFN2	2612
PGR	2613
DDX52	2614
RAB8A	2615
ATR	2616
DNAJC15	2617
EPHX3	2618
MTCH2	2619
ENO2	2620
SUSD6	2621
RPS6KB1	2622
ZNF365	2623
LAPTM5	2624
RAB28	2625
ANG	2626
SRRT	2627
YWHAZ	2628
TMED2	2629
TRMO	2630
ABCC9	2631
ZDHHC3	2632
CTSG	2633
EPM2A	2634
WDR3	2635
BICD2	2636
CEBPA	2637
C2orf49	2638
COPG1	2639
HNRNPU	2640
NECTIN1	2641
RGS9	2642
TAPT1	2643
CD9	2644
FBXO22	2645
SLC9A3R1	2646
GALNT2	2647
MEST	2648
FAT1	2649
YKT6	2650
SATB1	2651
PNKP	2652
MRPL19	2653
APEX2	2654
ANGPTL7	2655
EPHA1	2656
SH3GLB1	2657
CCT2	2658
CYP24A1	2659
CIB2	2660
POLR2J	2661
REPS2	2662
ADH5	2663
CHRNB1	2664
CD82	2665
EIF2B2	2666
SERPINA1	2667
SEC63	2668
DHX8	2669
FGF18	2670
HSD17B1	2671
KANK1	2672
FLT1	2673
MX2	2674
PRMT2	2675
SOX13	2676
HIST1H2AM	2677
ESYT1	2678
SERPINB9	2679
CXorf40A	2680
UBD	2681
WDR4	2682
GINS4	2683
SEPT9	2684
DCLRE1C	2685
RNF130	2686
ROCK2	2687
FAM222B	2688
KCTD15	2689
YARS	2690
MRC2	2691
KCNK1	2692
TOPBP1	2693
FBXW4	2694
PRNP	2695
DYNC2LI1	2696
PLCL2	2697
RPL26L1	2698
PIDD1	2699
WDR19	2700
ATP6V1B2	2701
FGL2	2702
MECOM	2703
CCR1	2704
SIGMAR1	2705
SUPT5H	2706
JMJD1C	2707
SOX12	2708
PAM16	2709
PPP1R12B	2710
MST1R	2711
MOCS2	2712
ZGPAT	2713
EEF1A1	2714
ADSL	2715
SNRPB	2716
MCAM	2717
DIS3	2718
SHC1	2719
HARS2	2720
PPP6C	2721
RNASEH1	2722
HSPA4	2723
SIGLEC1	2724
MAP3K6	2725
MYLIP	2726
UBE2K	2727
PSIP1	2728
HIF3A	2729
MAPK10	2730
MPRIP	2731
NAV3	2732
SMC2	2733
TRIP11	2734
EMILIN2	2735
ATAT1	2736
CPPED1	2737
DHX40	2738
CLCN7	2739
CADM4	2740
TLE3	2741
HBP1	2742
DROSHA	2743
AMMECR1	2744
TFPI	2745
PGM1	2746
AKAP11	2747
FES	2748
NUP88	2749
NMUR1	2750
ZWILCH	2751
EFNB1	2752
NFYA	2753
BNIP3	2754
NOS1AP	2755
PAK2	2756
FBXO16	2757
CD19	2758
PAMR1	2759
SIGLEC6	2760
ITPA	2761
SLC38A7	2762
RIMS3	2763
PREX2	2764
ZFPL1	2765
C1QBP	2766
GALNT7	2767
GLS	2768
CEP41	2769
RGS16	2770
NR5A2	2771
PRIM1	2772
FGD6	2773
RPL5	2774
FUT6	2775
MARCH2	2776
BCR	2777
SUPT3H	2778
SMG9	2779
ZMIZ2	2780
DENND1A	2781
CDK5R1	2782
RAPGEF1	2783
FADS3	2784
TCEAL4	2785
LSM4	2786
DMBT1	2787
NOP14	2788
ADRM1	2789
SMARCA5	2790
LMNA	2791
HNRNPDL	2792
PALLD	2793
TAGLN	2794
ASCC3	2795
ANXA5	2796
CLDN9	2797
IMPDH2	2798
NCAPH	2799
RCE1	2800
NR2C1	2801
LPGAT1	2802
NEK3	2803
ZNF3	2804
CA5B	2805
ARL3	2806
SMURF1	2807
HGF	2808
HSD17B10	2809
HSP90AA1	2810
PRRC2A	2811
TTLL4	2812
PEX13	2813
CSTA	2814
HAX1	2815
CD74	2816
ACOT7	2817
RALA	2818
PLCG2	2819
PTGFR	2820
CLEC4A	2821
CRY1	2822
CNTD2	2823
HS3ST1	2824
MT1X	2825
KAT6B	2826
TSEN34	2827
EFCAB1	2828
ZBED4	2829
CYP1A2	2830
GGH	2831
COA3	2832
NUDT21	2833
RAD51C	2834
HIST1H2AJ	2835
APPBP2	2836
APOBEC3B	2837
ARHGAP17	2838
PTGES2	2839
GATC	2840
SON	2841
TCEB3	2842
AARS	2843
PAXIP1	2844
ELL3	2845
ENPP2	2846
IL12RB1	2847
SLC17A9	2848
EIF5B	2849
TIPIN	2850
PDCL	2851
ERMAP	2852
IL4I1	2853
MCCC2	2854
ITM2C	2855
GLRX	2856
WTAP	2857
SRSF11	2858
TRAF3	2859
TLR7	2860
C1GALT1C1	2861
HMGN1	2862
PAK1IP1	2863
ERP44	2864
TRIP10	2865
CYTH1	2866
TMEM5	2867
NIT2	2868
ZNF7	2869
PUF60	2870
SYNCRIP	2871
URGCP	2872
EFNA3	2873
ANP32E	2874
DNAJC3	2875
MMP13	2876
AACS	2877
ATP1B3	2878
VEZF1	2879
PCDHGA1	2880
SRP72	2881
PKD2	2882
H2AFJ	2883
TOR1AIP1	2884
GPATCH2	2885
STT3A	2886
TONSL	2887
MEGF9	2888
FAM102A	2889
CLDN10	2890
TFCP2	2891
SLC9A7	2892
METAP2	2893
ANKFY1	2894
ZMYM3	2895
FBXO5	2896
TRIP12	2897
UBAP2L	2898
PTPN6	2899
HACD3	2900
LARS	2901
NRAS	2902
NEIL3	2903
ANKRD40	2904
WDR7	2905
WLS	2906
AUP1	2907
PSMC4	2908
TSPAN14	2909
HHEX	2910
TREM1	2911
KCNAB2	2912
CHD7	2913
H2AFY	2914
ADAM15	2915
NIT1	2916
GUCY1A2	2917
EGR3	2918
ACSM5	2919
KDM5C	2920
RPL34	2921
AQR	2922
UPF3B	2923
PURA	2924
FAM171A1	2925
PGF	2926
RARA	2927
MRS2	2928
ZNF606	2929
TFAP4	2930
TELO2	2931
VCAN	2932
PPP6R2	2933
GCN1	2934
ST3GAL6	2935
PTK7	2936
HBZ	2937
C3	2938
C14orf166	2939
HNF4G	2940
SNURF	2941
STYK1	2942
MYL12B	2943
SRPK3	2944
BACE1	2945
PPIH	2946
HIPK3	2947
PRR5L	2948
PIGT	2949
KIDINS220	2950
SLC16A6	2951
PSPH	2952
SIK3	2953
PARK7	2954
SPINT1	2955
NFIL3	2956
ALDH1A2	2957
MRPS34	2958
CASP2	2959
SRP19	2960
POLM	2961
NUP50	2962
CEBPB	2963
GNPAT	2964
ARL1	2965
HOXC4	2966
PTOV1	2967
EML4	2968
SUPT20H	2969
NPAS2	2970
MSRB2	2971
COCH	2972
ATXN3	2973
MIOS	2974
ERBB3	2975
FANCA	2976
PASK	2977
PRRC1	2978
WWTR1	2979
AZIN1	2980
SCYL3	2981
CTPS1	2982
NISCH	2983
SLC24A3	2984
HIST1H3D	2985
RPA4	2986
B4GALT7	2987
NOV	2988
MOAP1	2989
PGM3	2990
CTSS	2991
C6	2992
CXorf40B	2993
ABCA12	2994
AADAC	2995
GALNT14	2996
LYPLA1	2997
NUP43	2998
USP25	2999
MYOZ1	3000
GJB3	3001
CCT8	3002
GOLPH3L	3003
ATP6V1E1	3004
PDK1	3005
HNRNPAB	3006
LRFN4	3007
VBP1	3008
KLHL7	3009
DLL3	3010
IDI1	3011
BCLAF1	3012
ACTR1A	3013
CENPI	3014
ANXA1	3015
EXT2	3016
RHBDF2	3017
USP53	3018
IL15RA	3019
SDHA	3020
SLC25A24	3021
FRYL	3022
OLFM1	3023
DCP1A	3024
HOXB7	3025
CKS2	3026
SEC24A	3027
RPS6KA3	3028
ZNF669	3029
P2RX2	3030
HIST1H2AE	3031
TNFSF4	3032
NR2C2	3033
PTCH1	3034
GLIPR1	3035
SRSF7	3036
FAM57A	3037
PEG3	3038
HILPDA	3039
ADSS	3040
ASPHD1	3041
AGO4	3042
ARHGEF2	3043
USP7	3044
DHDDS	3045
DHFR	3046
PAXBP1	3047
HIST1H2BJ	3048
NLGN4X	3049
ACSL1	3050
RIPK4	3051
PRUNE1	3052
FKBP1B	3053
HOXA2	3054
DYSF	3055
ARHGAP32	3056
HSF2BP	3057
HEBP2	3058
WHRN	3059
FLNB	3060
SNRPF	3061
B2M	3062
TBC1D16	3063
POLG2	3064
IGFBP7	3065
USP14	3066
BET1	3067
NFIX	3068
SREK1	3069
TUBB	3070
TRAF5	3071
CBFA2T2	3072
NXPE3	3073
PPP1R14D	3074
SCNN1B	3075
CEP85	3076
NUDT3	3077
RAD9A	3078
IRF3	3079
TWF1	3080
MRPS35	3081
TNIK	3082
ERICH1	3083
MAPKAPK2	3084
VDR	3085
PSMD1	3086
RBL2	3087
ECHDC1	3088
RPS19	3089
TMEM8A	3090
GCLC	3091
APH1A	3092
RNF115	3093
SARAF	3094
F13A1	3095
RND1	3096
AKIRIN2	3097
PCNX2	3098
TIMM17A	3099
MIER2	3100
ZFP64	3101
EIF5A	3102
ATXN7	3103
APTX	3104
UQCRQ	3105
GOLT1B	3106
RPAP2	3107
RP2	3108
NSMCE4A	3109
VDAC1	3110
SUB1	3111
PLCD1	3112
ARHGAP10	3113
PIK3R5	3114
ALAS1	3115
HDLBP	3116
GPX2	3117
ARMC8	3118
ATF5	3119
MTMR14	3120
CFH	3121
GPR87	3122
NOC3L	3123
TRIM31	3124
LAMC1	3125
PDGFRA	3126
SLAMF7	3127
GEMIN2	3128
HIRIP3	3129
SLC39A6	3130
STXBP1	3131
SPSB1	3132
TMEM214	3133
LONRF3	3134
COX6C	3135
PPARGC1A	3136
STAU1	3137
CXCL3	3138
SLC22A3	3139
DBI	3140
DCAF1	3141
RAB27A	3142
ZNF706	3143
L3MBTL1	3144
SLC20A1	3145
DUSP12	3146
LYRM9	3147
RIF1	3148
ZNF696	3149
ATP2C1	3150
AGFG1	3151
FBXO42	3152
AHDC1	3153
CLDND1	3154
RFC3	3155
RFC2	3156
SLC34A2	3157
IPP	3158
ZMYM4	3159
UGDH	3160
HECA	3161
DIAPH1	3162
CPT1A	3163
VPS35	3164
POLR3C	3165
PSMC2	3166
DUT	3167
WDFY3	3168
STEAP4	3169
S100A10	3170
MKS1	3171
UCHL1	3172
ZMYM6	3173
CAMK1	3174
NEMP1	3175
GCLM	3176
ABR	3177
SECISBP2	3178
KLRB1	3179
LILRA3	3180
FLT4	3181
PPIE	3182
ACSL3	3183
EDC3	3184
MTG1	3185
CLCN4	3186
SPRY1	3187
RYBP	3188
MAP3K7CL	3189
RFNG	3190
SLC30A5	3191
SPTLC3	3192
SCD	3193
GMPR	3194
TFG	3195
ZKSCAN1	3196
COL9A2	3197
ATP5S	3198
SNX13	3199
OVOL2	3200
RALGDS	3201
PLPPR4	3202
SARS2	3203
TARBP2	3204
SMARCC2	3205
ZNF408	3206
HIST1H2AH	3207
TAF1D	3208
CTSA	3209
OMD	3210
PSMD9	3211
SH3GL2	3212
RCN3	3213
DGCR5	3214
SRRD	3215
G0S2	3216
WAC	3217
PCNX1	3218
MAP3K7	3219
HSPA9	3220
PLEKHA6	3221
SPPL2B	3222
PTAFR	3223
POLR1B	3224
ANPEP	3225
C21orf2	3226
LDB3	3227
CDC5L	3228
USB1	3229
CLIP4	3230
GTF2E2	3231
RNF121	3232
POU2AF1	3233
FIBP	3234
TMEM39A	3235
PLIN2	3236
LSM7	3237
INPP5B	3238
BPNT1	3239
NOL3	3240
YBX2	3241
CHIA	3242
MPC1	3243
PITPNM1	3244
SUV39H1	3245
PARP8	3246
CLDN7	3247
DRC3	3248
FBXO9	3249
UPB1	3250
AGRN	3251
MYOZ3	3252
DGAT1	3253
CSDE1	3254
TMEM156	3255
CLSTN1	3256
B4GALT1	3257
ICAM1	3258
RRAGB	3259
POLE	3260
MMP3	3261
MFAP3L	3262
CEP170B	3263
DDX42	3264
ARID4A	3265
PHF2	3266
TMEM57	3267
FAM110B	3268
GNG7	3269
SSR3	3270
PCSK1N	3271
BCL7B	3272
CLCN3	3273
FOXA2	3274
HMOX1	3275
MAP7	3276
