"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Cd37"	2.362	2.068	2.655	9.159	16.996	4.59e-12	2.27e-10	0.118
"Man2b2"	2.524	2.21	2.837	8.176	16.987	4.63e-12	2.28e-10	0.108
"Hmgcs1"	-2.839	-3.193	-2.485	12.145	-16.912	4.97e-12	2.42e-10	0.045
"Lyn"	2.376	2.08	2.673	10.663	16.917	4.94e-12	2.42e-10	0.14
"Tnfsf4"	2.465	2.157	2.772	9.727	16.913	4.96e-12	2.42e-10	0.211
"Apoc4"	3.946	3.453	4.44	10.166	16.888	5.08e-12	2.46e-10	0.352
"Cd300a"	2.311	2.022	2.6	6.309	16.889	5.08e-12	2.46e-10	0.354
"Tlr7"	2.326	2.035	2.618	7.796	16.847	5.28e-12	2.55e-10	0.113
"Alox12"	2.362	2.066	2.659	5.688	16.831	5.36e-12	2.58e-10	0.196
"Dusp6"	1.469	1.285	1.654	13.913	16.824	5.4e-12	2.59e-10	0.149
"Rcsd1"	1.805	1.578	2.031	8.716	16.816	5.44e-12	2.6e-10	0.081
"Col18a1"	3.302	2.887	3.716	11.185	16.807	5.48e-12	2.61e-10	0.225
"RGD1562265"	0.972	0.85	1.094	15.451	16.805	5.5e-12	2.61e-10	0.149
"Mst1"	3.335	2.916	3.755	8.103	16.787	5.59e-12	2.65e-10	0.129
"Anxa3"	1.401	1.225	1.577	13.188	16.775	5.66e-12	2.66e-10	0.053
"Melk"	3.495	3.055	3.935	8.801	16.773	5.67e-12	2.66e-10	0.067
"Tfec"	4.345	3.798	4.892	5.28	16.778	5.64e-12	2.66e-10	0.343
"Mt2A"	2.253	1.969	2.537	15.465	16.741	5.85e-12	2.74e-10	0.103
"C6"	4.876	4.26	5.491	10.293	16.712	6.01e-12	2.8e-10	0.195
"Serpinf1"	4.417	3.859	4.976	11.572	16.686	6.16e-12	2.87e-10	0.064
"Cd36"	4.99	4.358	5.622	7.889	16.669	6.26e-12	2.88e-10	0.11
"Cebpe"	3.943	3.444	4.442	6.452	16.67	6.26e-12	2.88e-10	0.141
"Lamb1"	3.108	2.714	3.501	9.522	16.672	6.24e-12	2.88e-10	0.214
"S100a10"	1.166	1.019	1.314	15.774	16.674	6.23e-12	2.88e-10	0.089
"Flna"	2.73	2.383	3.076	10.374	16.633	6.48e-12	2.97e-10	0.169
"Olr1"	3.044	2.658	3.431	6.908	16.628	6.51e-12	2.97e-10	0.152
"Tmsb10"	0.989	0.863	1.115	15.226	16.628	6.51e-12	2.97e-10	0.07
"Lyl1"	2.566	2.24	2.892	7.803	16.598	6.7e-12	3.04e-10	0.087
"Nsdhl"	-1.249	-1.408	-1.09	9.655	-16.592	6.74e-12	3.05e-10	0.196
"Elk3"	1.888	1.648	2.129	8.767	16.575	6.85e-12	3.08e-10	0.081
"Tmem37"	2.127	1.856	2.398	10.765	16.577	6.84e-12	3.08e-10	0.52
"Rab13"	1.802	1.572	2.031	12.397	16.542	7.08e-12	3.17e-10	0.07
"Sat1"	1.829	1.596	2.063	13.887	16.541	7.08e-12	3.17e-10	0.317
"Lcp1"	2.698	2.353	3.043	9.205	16.505	7.33e-12	3.27e-10	0.122
"Runx1"	1.537	1.34	1.734	12.304	16.477	7.53e-12	3.35e-10	0.212
"Gpr18"	3.259	2.841	3.677	6.964	16.45	7.73e-12	3.43e-10	0.125
"Sdc1"	3.486	3.038	3.934	12.752	16.433	7.86e-12	3.48e-10	0.089
"Ctss"	1.152	1.004	1.3	16.061	16.408	8.06e-12	3.55e-10	0.095
"Psmb9"	2.279	1.985	2.572	12.617	16.386	8.23e-12	3.62e-10	0.126
"Fcgr3a"	2.807	2.445	3.169	12.118	16.365	8.4e-12	3.68e-10	0.094
"Fli1"	2.366	2.06	2.671	8.293	16.36	8.44e-12	3.69e-10	0.082
"Tnip2"	1.307	1.138	1.476	11.41	16.35	8.53e-12	3.71e-10	0.123
"Cenpw"	3.408	2.968	3.848	8.557	16.346	8.56e-12	3.72e-10	0.305
"Fut7"	3.261	2.839	3.683	9.53	16.324	8.74e-12	3.79e-10	0.068
"Iqgap1"	2.709	2.357	3.06	10.391	16.272	9.2e-12	3.97e-10	0.118
"Lcp2"	2.653	2.309	2.997	9.198	16.264	9.27e-12	3.99e-10	0.084
"Plcg2"	2.233	1.943	2.523	9.231	16.26	9.31e-12	4e-10	0.087
"Fcgrt"	2.058	1.791	2.325	12.879	16.255	9.36e-12	4.01e-10	0.104
"Blnk"	2.814	2.448	3.181	11.872	16.218	9.7e-12	4.14e-10	0.107
"Ada"	3.129	2.722	3.536	10.509	16.215	9.73e-12	4.14e-10	0.658
"Msr1"	7.992	6.95	9.033	8.197	16.195	9.92e-12	4.21e-10	0.102
"Akr1b8"	3.132	2.724	3.54	10.926	16.187	1e-11	4.24e-10	0.094
"Kremen1"	1.908	1.659	2.157	7.158	16.169	1.02e-11	4.3e-10	0.182
"LOC366396"	0.943	0.82	1.066	14.495	16.166	1.02e-11	4.3e-10	0.184
"Bak1"	1.178	1.024	1.332	12.451	16.161	1.03e-11	4.31e-10	0.128
"RGD1560208"	-1.869	-2.113	-1.625	11.606	-16.147	1.04e-11	4.35e-10	0.301
"Ctsw"	3.653	3.175	4.131	4.544	16.135	1.05e-11	4.4e-10	0.303
"P2ry6"	2.009	1.746	2.272	13.658	16.11	1.08e-11	4.49e-10	0.16
"Vamp5"	1.713	1.488	1.937	12.633	16.107	1.08e-11	4.49e-10	0.094
"Hhip"	-1.873	-2.119	-1.627	8.597	-16.082	1.11e-11	4.59e-10	0.151
"Parp10"	2.104	1.828	2.38	9.514	16.078	1.11e-11	4.6e-10	0.4
"Col16a1"	1.511	1.313	1.71	12.825	16.067	1.13e-11	4.64e-10	0.143
"Gmfg"	2.609	2.266	2.952	13.787	16.053	1.14e-11	4.69e-10	0.059
"Tubb6"	1.897	1.648	2.147	12.638	16.048	1.15e-11	4.7e-10	0.096
"Ptpn1"	1.506	1.308	1.705	11.138	16.045	1.15e-11	4.7e-10	0.288
"Gpr183"	2.701	2.345	3.057	8.247	16.018	1.18e-11	4.82e-10	0.084
"Npl"	2.849	2.474	3.225	8.862	16.011	1.19e-11	4.83e-10	0.126
"Spsb2"	1.451	1.26	1.643	9.868	16.002	1.2e-11	4.87e-10	0.14
"Ticam2"	2.507	2.176	2.838	7.054	15.996	1.21e-11	4.88e-10	0.14
"Ptafr"	1.795	1.558	2.032	13.333	15.981	1.23e-11	4.94e-10	0.205
"Insig1"	-2.116	-2.396	-1.836	10.84	-15.953	1.26e-11	5.07e-10	0.073
"Rin2"	1.599	1.387	1.81	11.057	15.947	1.27e-11	5.09e-10	0.108
"Amdhd2"	2.931	2.542	3.319	12.301	15.937	1.28e-11	5.12e-10	0.09
"Mvd"	-1.683	-1.907	-1.46	12.625	-15.92	1.3e-11	5.2e-10	0.109
"Sgpl1"	1.809	1.569	2.05	9.711	15.892	1.34e-11	5.33e-10	0.228
"Cd14"	3.684	3.194	4.174	10.011	15.883	1.35e-11	5.36e-10	0.083
"Ier5l"	1.537	1.333	1.741	13.023	15.878	1.36e-11	5.37e-10	0.181
"Csrp3"	4.301	3.729	4.873	7.33	15.867	1.37e-11	5.41e-10	0.079
"LOC689770"	6.123	5.309	6.938	7.924	15.869	1.37e-11	5.41e-10	0.063
"Nat1"	1.413	1.225	1.601	9.431	15.863	1.38e-11	5.42e-10	0.054
"Nfam1"	2.708	2.348	3.069	7.247	15.858	1.39e-11	5.43e-10	0.165
"Arhgap15"	1.435	1.244	1.626	9.91	15.849	1.4e-11	5.46e-10	0.158
"Card9"	1.752	1.519	1.986	11.627	15.847	1.4e-11	5.46e-10	0.161
"Ucn2"	3.622	3.139	4.105	5.411	15.835	1.42e-11	5.51e-10	0.124
"Aprt"	1.125	0.975	1.275	14.115	15.827	1.43e-11	5.54e-10	0.079
"Gadd45g"	1.842	1.596	2.087	13.646	15.826	1.43e-11	5.54e-10	0.101
"Chst14"	1.541	1.335	1.747	9.164	15.798	1.47e-11	5.68e-10	0.342
"Trib3"	2.661	2.305	3.016	10.007	15.787	1.49e-11	5.72e-10	0.096
"Atp10d"	1.731	1.5	1.963	8.687	15.78	1.5e-11	5.75e-10	0.119
"Ckap2"	2.672	2.315	3.03	9.774	15.77	1.52e-11	5.79e-10	0.074
"Cstb"	1.115	0.965	1.264	14.724	15.744	1.56e-11	5.91e-10	0.233
"Gpsm3"	1.813	1.57	2.056	10.93	15.748	1.55e-11	5.91e-10	0.164
"Nes"	2.018	1.748	2.289	11.31	15.746	1.55e-11	5.91e-10	0.123
"Batf3"	1.757	1.521	1.993	8.232	15.709	1.61e-11	6.1e-10	0.092
"Ccdc69"	2.871	2.484	3.257	7.392	15.666	1.68e-11	6.35e-10	0.179
"Pmvk"	-1.106	-1.255	-0.957	13.063	-15.66	1.69e-11	6.38e-10	0.111
"Ube2c"	3.333	2.883	3.782	8.865	15.653	1.71e-11	6.41e-10	0.059
"Lacc1"	1.573	1.361	1.786	10.015	15.645	1.72e-11	6.44e-10	0.204
"Dap"	2.335	2.02	2.651	10.648	15.623	1.76e-11	6.57e-10	0.131
"Sh2b3"	1.867	1.615	2.119	11.882	15.62	1.76e-11	6.58e-10	0.073
"Gpx1"	1.874	1.621	2.127	15.816	15.613	1.78e-11	6.59e-10	0.076
"Nr1h3"	1.685	1.457	1.913	12.262	15.613	1.78e-11	6.59e-10	0.087
"Pex5l"	-2.059	-2.337	-1.78	12.287	-15.608	1.79e-11	6.59e-10	0.119
"Slc7a7"	3.99	3.45	4.529	7.835	15.61	1.78e-11	6.59e-10	0.094
"Coro1a"	1.731	1.497	1.965	14.509	15.601	1.8e-11	6.6e-10	0.112
"Metrnl"	2.353	2.034	2.671	13.118	15.603	1.79e-11	6.6e-10	0.081
"RGD1305464"	1.664	1.439	1.889	9.003	15.6	1.8e-11	6.6e-10	0.18
"Plekhf2"	1.375	1.189	1.561	9.338	15.591	1.82e-11	6.64e-10	0.076
"Lum"	4.586	3.964	5.208	9.916	15.563	1.87e-11	6.82e-10	0.095
"Mvp"	2.008	1.735	2.28	11.863	15.548	1.9e-11	6.91e-10	0.12
"Aldh3b1"	2.026	1.751	2.301	12.033	15.539	1.92e-11	6.95e-10	0.375
"Cyp51"	-2.02	-2.295	-1.746	11.663	-15.53	1.93e-11	6.98e-10	0.193
"Slitrk6"	-2.214	-2.515	-1.913	5.764	-15.53	1.93e-11	6.98e-10	0.209
"Extl2"	-1.353	-1.537	-1.169	8.97	-15.519	1.95e-11	7.04e-10	0.199
"Cela1"	3.266	2.821	3.71	9.34	15.507	1.98e-11	7.11e-10	0.212
"Tgif1"	1.514	1.308	1.72	7.883	15.495	2e-11	7.19e-10	0.281
"Snx20"	2.777	2.398	3.156	8.68	15.471	2.05e-11	7.34e-10	0.224
"Tgfbr2"	2.085	1.801	2.37	8.07	15.457	2.08e-11	7.44e-10	0.361
"Treml1"	1.882	1.625	2.139	9.009	15.447	2.1e-11	7.49e-10	0.259
"Pabpc1"	1.261	1.089	1.434	15.866	15.433	2.13e-11	7.58e-10	0.15
"Cp"	2.503	2.161	2.846	8.79	15.424	2.15e-11	7.63e-10	0.088
"Atp6v0e1"	1.249	1.078	1.42	14.193	15.413	2.18e-11	7.71e-10	0.101
"Cndp1"	2.74	2.365	3.116	6.516	15.408	2.19e-11	7.72e-10	0.165
"Dyrk2"	2.08	1.795	2.365	9.237	15.406	2.19e-11	7.72e-10	0.07
"Top2a"	3.509	3.028	3.99	8.29	15.399	2.21e-11	7.76e-10	0.181
"Copz2"	1.868	1.612	2.124	10.758	15.396	2.22e-11	7.77e-10	0.139
"Ddx60"	4.201	3.625	4.776	6.01	15.393	2.22e-11	7.77e-10	0.078
"Iqcb1"	-1.109	-1.261	-0.957	8.793	-15.378	2.26e-11	7.87e-10	0.056
"LOC102546864"	3.052	2.633	3.471	8.345	15.377	2.26e-11	7.87e-10	0.189
"Gldn"	2.942	2.537	3.346	8.7	15.348	2.33e-11	8.09e-10	0.207
"Oma1"	1.202	1.037	1.368	11.462	15.318	2.4e-11	8.33e-10	0.183
"Mertk"	2.14	1.845	2.435	8.981	15.305	2.44e-11	8.42e-10	0.196
"Nhlrc3"	1.653	1.424	1.881	8.818	15.276	2.51e-11	8.64e-10	0.224
"Phactr3"	-1.442	-1.642	-1.243	9.337	-15.276	2.51e-11	8.64e-10	0.192
"Klf6"	1.384	1.193	1.575	12.357	15.273	2.52e-11	8.64e-10	0.342
"Clec4a1"	3.96	3.413	4.508	9.709	15.261	2.55e-11	8.72e-10	0.182
"Prdm1"	2.917	2.514	3.321	5.542	15.253	2.57e-11	8.78e-10	0.103
"Frk"	2.971	2.559	3.382	7.152	15.249	2.58e-11	8.8e-10	0.21
"Grm3"	-1.73	-1.97	-1.49	10.232	-15.208	2.69e-11	9.16e-10	0.122
"Nr0b2"	1.699	1.463	1.935	8.148	15.204	2.71e-11	9.18e-10	0.062
"Map4k1"	2.414	2.078	2.749	8.788	15.198	2.72e-11	9.21e-10	0.136
"Il10rb"	1.969	1.695	2.243	9.017	15.172	2.8e-11	9.45e-10	0.068
"Rgs10"	1.725	1.485	1.966	12.896	15.133	2.91e-11	9.82e-10	0.13
"Ndufs4"	-1.159	-1.321	-0.998	8.747	-15.13	2.92e-11	9.82e-10	0.217
"Mast4"	-1.152	-1.313	-0.991	8.332	-15.106	3e-11	1e-09	0.076
"Acly"	-1.162	-1.324	-0.999	15.291	-15.098	3.02e-11	1.01e-09	0.143
"Vamp8"	1.248	1.074	1.423	13.151	15.098	3.02e-11	1.01e-09	0.134
"Acat2l1"	-1.917	-2.185	-1.649	9.002	-15.085	3.06e-11	1.02e-09	0.383
"Tchhl1"	5.078	4.366	5.789	4.656	15.063	3.13e-11	1.04e-09	0.108
"Baz1a"	1.32	1.135	1.505	7.042	15.053	3.17e-11	1.05e-09	0.081
"Tnnt1"	1.557	1.339	1.775	8.595	15.051	3.17e-11	1.05e-09	0.056
"Pttg1ip"	1.311	1.127	1.496	14.578	15.022	3.27e-11	1.08e-09	0.151
"Marveld1"	1.198	1.03	1.367	8.679	15.019	3.28e-11	1.08e-09	0.066
"Serping1"	3.12	2.682	3.559	13.295	15.012	3.31e-11	1.09e-09	0.092
"Emp1"	3.486	2.995	3.976	8.625	15.005	3.33e-11	1.09e-09	0.074
"Rhebl1"	-0.924	-1.054	-0.794	9.193	-14.999	3.35e-11	1.1e-09	0.078
"Ahnak"	2.097	1.802	2.393	8.655	14.986	3.4e-11	1.11e-09	0.137
"Lgals3"	2.636	2.264	3.009	16.882	14.942	3.56e-11	1.16e-09	0.081
"Epb41"	2.14	1.837	2.442	7.178	14.937	3.58e-11	1.16e-09	0.132
"Frrs1"	2.812	2.414	3.21	7.553	14.925	3.62e-11	1.18e-09	0.246
"Hgd"	2.902	2.49	3.314	7.902	14.869	3.85e-11	1.24e-09	0.066
"Ifitm3"	2.402	2.061	2.743	12.158	14.868	3.85e-11	1.24e-09	0.07
"Pld3"	1.573	1.349	1.797	13.538	14.846	3.94e-11	1.27e-09	0.1
"Il18bp"	2.6	2.231	2.97	10.112	14.843	3.95e-11	1.27e-09	0.084
"Stxbp2"	3.249	2.787	3.712	8.75	14.838	3.97e-11	1.28e-09	0.056
"Dse"	1.814	1.556	2.073	7.975	14.822	4.04e-11	1.29e-09	0.098
"Nlrc4"	2.375	2.036	2.714	8.636	14.794	4.17e-11	1.33e-09	0.074
"Steap1"	3.001	2.573	3.429	8.776	14.794	4.17e-11	1.33e-09	0.248
"Lipa"	2.244	1.924	2.565	13.216	14.774	4.26e-11	1.35e-09	0.318
"Man2a1"	1.759	1.508	2.011	9.469	14.778	4.24e-11	1.35e-09	0.077
"Stab1"	3.556	3.048	4.064	11.902	14.776	4.25e-11	1.35e-09	0.14
"Fgl2"	2.313	1.982	2.643	8.18	14.771	4.27e-11	1.35e-09	0.259
"Wwtr1"	1.467	1.258	1.677	7.851	14.769	4.28e-11	1.35e-09	0.057
"Podnl1"	4.512	3.866	5.157	6.545	14.75	4.37e-11	1.38e-09	0.236
"Hcls1"	2.886	2.473	3.3	9.971	14.725	4.48e-11	1.41e-09	0.19
"Fgd2"	2.869	2.457	3.28	10.856	14.709	4.56e-11	1.43e-09	0.24
"Parp3"	1.726	1.479	1.974	8.826	14.7	4.61e-11	1.44e-09	0.204
"Tap1"	2.796	2.395	3.198	10.69	14.689	4.66e-11	1.46e-09	0.212
"Nlrp3"	2.499	2.138	2.86	7.056	14.618	5.03e-11	1.56e-09	0.293
"Slc2a5"	1.639	1.402	1.875	12.082	14.619	5.02e-11	1.56e-09	0.333
"Slc9a6"	-1.322	-1.514	-1.131	11.371	-14.593	5.16e-11	1.6e-09	0.371
"Calhm2"	1.766	1.511	2.022	8.944	14.589	5.19e-11	1.61e-09	0.21
"Parp9"	2.108	1.803	2.413	9.45	14.578	5.25e-11	1.62e-09	0.217
"Dcxr"	1.033	0.884	1.183	11.72	14.572	5.28e-11	1.63e-09	0.33
"Tfpi2"	2.191	1.873	2.509	7.095	14.545	5.44e-11	1.67e-09	0.262
"Itgal"	3.794	3.243	4.345	6.063	14.539	5.48e-11	1.68e-09	0.429
"Inpp5d"	2.062	1.762	2.361	9.148	14.513	5.64e-11	1.73e-09	0.074
"Kif22"	2.1	1.794	2.405	10.499	14.507	5.67e-11	1.74e-09	0.197
"Bard1"	2.003	1.711	2.295	7.827	14.488	5.79e-11	1.76e-09	0.077
"Cd276"	2.166	1.851	2.482	8.379	14.489	5.78e-11	1.76e-09	0.561
"Crtap"	1.779	1.52	2.039	9.058	14.487	5.8e-11	1.76e-09	0.218
"Npc2"	1.932	1.65	2.214	14.815	14.457	5.99e-11	1.82e-09	0.184
"Psmb8"	2.317	1.978	2.655	11.638	14.445	6.07e-11	1.84e-09	0.285
"RT1-CE1"	1.989	1.698	2.28	15.104	14.438	6.11e-11	1.85e-09	0.073
"Acss2"	-1.666	-1.91	-1.423	8.795	-14.433	6.15e-11	1.85e-09	0.172
"Olr1375"	2.617	2.234	3	11.064	14.415	6.27e-11	1.89e-09	0.137
"Zfp217"	1.372	1.171	1.573	5.308	14.404	6.34e-11	1.91e-09	0.15
"Tp53"	0.98	0.836	1.123	10.155	14.401	6.36e-11	1.91e-09	0.104
"RGD1565695"	3.635	3.102	4.167	5.114	14.398	6.38e-11	1.91e-09	0.148
"Trpv2"	2.117	1.806	2.428	11.079	14.367	6.6e-11	1.97e-09	0.19
"Plek"	2.052	1.751	2.354	11.338	14.354	6.69e-11	2e-09	0.065
"Ccl6"	4.65	3.965	5.334	10.563	14.346	6.75e-11	2.01e-09	0.158
"Hdac11"	-1.251	-1.435	-1.067	8.396	-14.346	6.76e-11	2.01e-09	0.083
"Mxd3"	2.176	1.856	2.497	7.187	14.344	6.77e-11	2.01e-09	0.201
"Irf1"	1.617	1.379	1.856	8.168	14.333	6.85e-11	2.03e-09	0.182
"LOC686180"	2.043	1.742	2.344	9.871	14.326	6.91e-11	2.04e-09	0.119
"LOC681382"	3.797	3.237	4.356	7.755	14.32	6.95e-11	2.05e-09	0.22
"Kcna2"	-1.284	-1.474	-1.095	8.505	-14.301	7.1e-11	2.08e-09	0.092
"RragB"	-1.308	-1.501	-1.115	10.072	-14.301	7.1e-11	2.08e-09	0.095
"Cmtm7"	1.867	1.591	2.142	13.407	14.289	7.19e-11	2.11e-09	0.168
"Loxl3"	1.718	1.465	1.972	8.24	14.287	7.21e-11	2.11e-09	0.135
"Tmem140"	1.715	1.461	1.968	8.955	14.283	7.24e-11	2.11e-09	0.414
"Zc3hav1"	2.084	1.776	2.393	6.281	14.26	7.43e-11	2.16e-09	0.149
"Ccnb2"	3.746	3.191	4.301	7.99	14.24	7.59e-11	2.21e-09	0.057
"Tes"	1.785	1.521	2.05	7.892	14.238	7.61e-11	2.21e-09	0.173
"Ifitm7"	2.354	2.005	2.703	11.515	14.231	7.67e-11	2.22e-09	0.101
"Ccdc93"	1.307	1.113	1.501	12.555	14.219	7.77e-11	2.25e-09	0.059
"Ets1"	1.192	1.015	1.369	12.87	14.217	7.79e-11	2.25e-09	0.077
"Oplah"	2.474	2.107	2.841	12.294	14.214	7.81e-11	2.25e-09	0.061
"Ankrd33b"	5.1	4.342	5.858	7.014	14.201	7.92e-11	2.28e-09	0.096
"Cd84"	2.802	2.385	3.218	8.941	14.187	8.05e-11	2.31e-09	0.196
"Fdft1"	-2.072	-2.381	-1.764	9.372	-14.179	8.12e-11	2.32e-09	0.482
"Fkbp10"	1.793	1.526	2.06	8.65	14.177	8.13e-11	2.32e-09	0.136
"Osmr"	2.401	2.043	2.758	5.246	14.169	8.21e-11	2.34e-09	0.124
"Acyp1"	-0.966	-1.11	-0.822	10.955	-14.166	8.23e-11	2.34e-09	0.07
"Rnf180"	-1.538	-1.767	-1.309	9.223	-14.163	8.26e-11	2.35e-09	0.195
"Pdlim2"	1.439	1.224	1.654	9.744	14.144	8.44e-11	2.39e-09	0.252
"F10"	4.311	3.668	4.955	9.056	14.141	8.46e-11	2.4e-09	0.294
"Gpr84"	1.682	1.43	1.933	11.398	14.121	8.66e-11	2.45e-09	0.185
"Ppp2r2b"	-1.335	-1.535	-1.136	11.26	-14.105	8.81e-11	2.48e-09	0.727
"Plscr1"	3.175	2.7	3.65	10.431	14.103	8.83e-11	2.49e-09	0.228
"Hsd17b7"	-1.884	-2.166	-1.602	6.947	-14.09	8.96e-11	2.52e-09	0.079
"Lpp"	1.788	1.52	2.056	5.759	14.087	8.99e-11	2.52e-09	0.242
"Stx11"	2.741	2.33	3.152	6.653	14.075	9.11e-11	2.55e-09	0.324
"Kcnk6"	2.873	2.441	3.304	9.292	14.052	9.35e-11	2.6e-09	0.279
"Pik3cg"	2.705	2.299	3.112	6.672	14.053	9.34e-11	2.6e-09	0.071
"Tagln2"	2.788	2.37	3.207	11.971	14.055	9.32e-11	2.6e-09	0.237
"Pilra"	4.153	3.529	4.777	9.79	14.048	9.39e-11	2.61e-09	0.272
"Ier2"	1.307	1.111	1.504	13.212	14.018	9.71e-11	2.69e-09	0.068
"Casp12"	2.617	2.223	3.012	7.692	14.002	9.89e-11	2.74e-09	0.112
"Nek6"	1.847	1.569	2.126	8.682	13.987	1.01e-10	2.77e-09	0.316
"S100a3"	1.625	1.38	1.871	10.082	13.989	1e-10	2.77e-09	0.087
"S1pr2"	1.244	1.056	1.431	10.991	13.986	1.01e-10	2.77e-09	0.095
"Mlxipl"	1.716	1.457	1.974	9.253	13.984	1.01e-10	2.77e-09	0.172
"Nab2"	1.313	1.115	1.511	6.422	13.981	1.01e-10	2.77e-09	0.137
"Srr"	-1.038	-1.194	-0.881	8.503	-13.97	1.02e-10	2.8e-09	0.07
"Rac2"	3.28	2.784	3.776	10.392	13.967	1.03e-10	2.81e-09	0.108
"Fa2h"	-1.849	-2.128	-1.569	7.87	-13.957	1.04e-10	2.83e-09	0.215
"Crlf2"	1.362	1.156	1.568	14.27	13.952	1.05e-10	2.84e-09	0.137
"Sh3tc1"	1.605	1.362	1.848	11.623	13.942	1.06e-10	2.87e-09	0.174
"Bcat2"	1.176	0.998	1.354	9.935	13.934	1.07e-10	2.89e-09	0.088
"Plekha4"	3.746	3.178	4.314	13.739	13.914	1.09e-10	2.95e-09	0.141
"Dcn"	3.773	3.2	4.345	12.998	13.905	1.1e-10	2.98e-09	0.077
"Renbp"	1.229	1.042	1.415	11.58	13.896	1.11e-10	3e-09	0.134
"Klhl8"	-1.122	-1.293	-0.952	10.427	-13.89	1.12e-10	3.02e-09	0.116
"Ascc2"	1.176	0.997	1.354	12.354	13.888	1.12e-10	3.02e-09	0.058
"Dhcr24"	-1.758	-2.025	-1.491	7.419	-13.881	1.13e-10	3.04e-09	0.175
"Nicn1"	-0.654	-0.754	-0.555	10.108	-13.876	1.14e-10	3.05e-09	0.578
"Arhgap30"	2.888	2.448	3.328	7.511	13.857	1.16e-10	3.11e-09	0.122
"Dcun1d4"	-0.945	-1.089	-0.801	9.551	-13.854	1.17e-10	3.12e-09	0.079
"Set"	0.825	0.699	0.95	11.998	13.843	1.18e-10	3.15e-09	0.159
"Msc"	2.489	2.109	2.869	8.378	13.834	1.19e-10	3.17e-09	0.103
"Tmem86a"	2.548	2.159	2.937	8.935	13.828	1.2e-10	3.19e-09	0.077
"Cenpt"	3.44	2.914	3.966	8.436	13.808	1.23e-10	3.26e-09	0.359
"Mmp14"	2.032	1.722	2.343	14.076	13.806	1.23e-10	3.26e-09	0.168
"Pkmyt1"	1.958	1.658	2.257	9.886	13.797	1.24e-10	3.29e-09	0.4
"Espl1"	2.949	2.498	3.401	9.078	13.785	1.26e-10	3.32e-09	0.369
"Cks2"	2.884	2.443	3.326	7.71	13.782	1.27e-10	3.33e-09	0.253
"Bcl2l11"	2.235	1.893	2.578	5.247	13.774	1.28e-10	3.35e-09	0.526
"RT1-CE12"	1.982	1.678	2.286	14.817	13.763	1.29e-10	3.39e-09	0.13
"Omg"	-1.52	-1.754	-1.287	10.75	-13.744	1.32e-10	3.46e-09	0.131
"Sbno2"	2.306	1.951	2.66	8.318	13.74	1.33e-10	3.47e-09	0.088
"LOC308990"	2.147	1.817	2.477	10.561	13.735	1.34e-10	3.48e-09	0.1
"Cd72"	4.078	3.451	4.705	7.584	13.729	1.34e-10	3.5e-09	0.132
"Ccdc15"	3.511	2.971	4.051	8.58	13.722	1.35e-10	3.52e-09	0.124
"Wnt4"	3.832	3.242	4.422	11.428	13.714	1.37e-10	3.55e-09	0.072
"Mapk13"	5.865	4.96	6.769	6.285	13.686	1.41e-10	3.66e-09	0.08
"Crisp1"	6.925	5.857	7.994	6.739	13.681	1.42e-10	3.67e-09	0.124
"Tspan9"	1.868	1.58	2.157	7.888	13.677	1.43e-10	3.68e-09	0.116
"Anxa2"	2.593	2.192	2.993	14.259	13.667	1.44e-10	3.72e-09	0.141
"Cd109"	2.332	1.972	2.693	6.553	13.666	1.44e-10	3.72e-09	0.172
"Bst1"	4.67	3.948	5.391	8.625	13.664	1.45e-10	3.72e-09	0.208
"Casp4"	1.886	1.594	2.178	10.936	13.646	1.48e-10	3.79e-09	0.155
"Fosl2"	1.977	1.671	2.282	6.977	13.641	1.49e-10	3.8e-09	0.451
"St3gal1"	1.175	0.993	1.356	10.288	13.631	1.5e-10	3.84e-09	0.156
"Gpx3"	1.287	1.087	1.487	11.348	13.587	1.58e-10	4.03e-09	0.17
"Bri3bp"	0.989	0.835	1.143	8.875	13.583	1.59e-10	4.05e-09	0.249
"Pip4k2a"	-0.836	-0.966	-0.706	12.394	-13.577	1.6e-10	4.07e-09	0.123
"Slc36a3"	3.059	2.583	3.535	5.152	13.562	1.63e-10	4.13e-09	0.546
"Cmklr1"	2.344	1.979	2.709	7.438	13.554	1.64e-10	4.15e-09	0.096
"Slc39a8"	1.788	1.51	2.067	8.146	13.554	1.64e-10	4.15e-09	0.282
"Fam107a"	1.062	0.897	1.228	9.479	13.551	1.65e-10	4.16e-09	0.178
"Ccr1"	4.124	3.482	4.766	5.77	13.549	1.65e-10	4.16e-09	0.071
"Gpc5"	-1.443	-1.668	-1.218	8.365	-13.546	1.66e-10	4.16e-09	0.303
"Mmp12"	8.999	7.597	10.402	9.569	13.546	1.66e-10	4.16e-09	0.198
"RT1-A2"	2.255	1.903	2.606	15.01	13.534	1.68e-10	4.22e-09	0.396
"RT1-CE7"	2.453	2.07	2.836	11.315	13.526	1.7e-10	4.25e-09	0.166
"Aldh1a2"	3.026	2.554	3.498	9.724	13.524	1.7e-10	4.25e-09	0.094
"Pycard"	1.492	1.259	1.725	9.742	13.517	1.71e-10	4.27e-09	0.128
"Nrxn2"	-1.091	-1.262	-0.921	12.21	-13.511	1.72e-10	4.3e-09	0.118
