Fcgr1a	2.35e-12
Hgf	2.36e-12
Arhgap22	2.41e-12
Oaf	2.42e-12
Idi1	2.53e-12
Ggta1	2.63e-12
Stap1	2.62e-12
Nucb2	2.67e-12
Efemp2	2.76e-12
Pbk	2.94e-12
Nid2	2.99e-12
Mboat1	3.03e-12
Unc93b1	3.02e-12
Tifa	3.22e-12
Scube1	3.29e-12
Ccl2	3.38e-12
S100a4	3.42e-12
Emilin1	3.55e-12
Acsl3	3.63e-12
Dtx4	3.63e-12
Ybx1	3.77e-12
Lrrk1	3.8e-12
Slc39a6	3.81e-12
Shc1	3.88e-12
Cdca4	3.99e-12
Lpxn	4.14e-12
Plp2	4.16e-12
Capg	4.2e-12
Lman2	4.21e-12
Cebpb	4.4e-12
Slc16a7	4.51e-12
Cd37	4.59e-12
Man2b2	4.63e-12
Hmgcs1	4.97e-12
Lyn	4.94e-12
Tnfsf4	4.96e-12
Apoc4	5.08e-12
Cd300a	5.08e-12
Tlr7	5.28e-12
Alox12	5.36e-12
Dusp6	5.4e-12
Rcsd1	5.44e-12
Col18a1	5.48e-12
RGD1562265	5.5e-12
Mst1	5.59e-12
Anxa3	5.66e-12
Melk	5.67e-12
Tfec	5.64e-12
Mt2A	5.85e-12
C6	6.01e-12
Serpinf1	6.16e-12
Cd36	6.26e-12
Cebpe	6.26e-12
Lamb1	6.24e-12
S100a10	6.23e-12
Flna	6.48e-12
Olr1	6.51e-12
Tmsb10	6.51e-12
Lyl1	6.7e-12
Nsdhl	6.74e-12
Elk3	6.85e-12
Tmem37	6.84e-12
Rab13	7.08e-12
Sat1	7.08e-12
Lcp1	7.33e-12
Runx1	7.53e-12
Gpr18	7.73e-12
Fli1	8.44e-12
Tnip2	8.53e-12
Cenpw	8.56e-12
Fut7	8.74e-12
Iqgap1	9.2e-12
Lcp2	9.27e-12
Plcg2	9.31e-12
Fcgrt	9.36e-12
Blnk	9.7e-12
Ada	9.73e-12
Msr1	9.92e-12
Akr1b8	1,00E-11
Kremen1	1.02e-11
LOC366396	1.02e-11
Bak1	1.03e-11
RGD1560208	1.04e-11
Ctsw	1.05e-11
P2ry6	1.08e-11
Vamp5	1.08e-11
Hhip	1.11e-11
Parp10	1.11e-11
Col16a1	1.13e-11
Gmfg	1.14e-11
Tubb6	1.15e-11
Ptpn1	1.15e-11
Gpr183	1.18e-11
Npl	1.19e-11
Spsb2	1.2e-11
Ticam2	1.21e-11
Ptafr	1.23e-11
Insig1	1.26e-11
Rin2	1.27e-11
Amdhd2	1.28e-11
Mvd	1.3e-11
Sgpl1	1.34e-11
Cd14	1.35e-11
Ier5l	1.36e-11
Csrp3	1.37e-11
LOC689770	1.37e-11
Nat1	1.38e-11
Nfam1	1.39e-11
Arhgap15	1.4e-11
Card9	1.4e-11
Ucn2	1.42e-11
Aprt	1.43e-11
Gadd45g	1.43e-11
Chst14	1.47e-11
Trib3	1.49e-11
Atp10d	1.5e-11
Ckap2	1.52e-11
Cstb	1.56e-11
Gpsm3	1.55e-11
Nes	1.55e-11
Batf3	1.61e-11
Ccdc69	1.68e-11
Pmvk	1.69e-11
Ube2c	1.71e-11
Lacc1	1.72e-11
Dap	1.76e-11
Sh2b3	1.76e-11
Gpx1	1.78e-11
Nr1h3	1.78e-11
Pex5l	1.79e-11
Slc7a7	1.78e-11
Coro1a	1.8e-11
Metrnl	1.79e-11
RGD1305464	1.8e-11
Plekhf2	1.82e-11
Lum	1.87e-11
Mvp	1.9e-11
Aldh3b1	1.92e-11
Cyp51	1.93e-11
Slitrk6	1.93e-11
Extl2	1.95e-11
Cela1	1.98e-11
Tgif1	2,00E-11
Snx20	2.05e-11
Tgfbr2	2.08e-11
Treml1	2.1e-11
Pabpc1	2.13e-11
Cp	2.15e-11
Atp6v0e1	2.18e-11
Cndp1	2.19e-11
Dyrk2	2.19e-11
Top2a	2.21e-11
Copz2	2.22e-11
