"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Usp29"	-1.694	-2.318	-1.069	7.269	-5.726	2.52e-05	0.000128	0.39
"Leng1"	-0.613	-0.838	-0.387	9.322	-5.725	2.53e-05	0.000128	0.06
"Nlrp6"	4.596	2.902	6.291	5.892	5.725	2.53e-05	0.000128	0.375
"Ube2t"	2.487	1.57	3.405	5.984	5.722	2.54e-05	0.000129	0.149
"LOC688778"	1.226	0.774	1.678	7.327	5.722	2.54e-05	0.000129	0.471
"Ndufa13"	-0.42	-0.575	-0.265	15.372	-5.721	2.55e-05	0.000129	0.338
"Fbxo31"	-0.655	-0.897	-0.414	12.119	-5.721	2.55e-05	0.000129	0.278
"Uqcrb"	-0.608	-0.832	-0.383	11.164	-5.718	2.56e-05	0.000129	0.071
"Slc25a34"	0.97	0.612	1.328	10.171	5.717	2.57e-05	0.00013	0.347
"Sparc"	0.463	0.292	0.633	16.622	5.717	2.57e-05	0.00013	0.467
"Ddc"	-1.366	-1.871	-0.862	12.682	-5.717	2.57e-05	0.00013	0.391
"Chl1"	0.795	0.501	1.088	9.818	5.716	2.57e-05	0.00013	0.21
"Nid1"	1.658	1.046	2.271	7.212	5.714	2.59e-05	0.00013	0.17
"Mbd2"	0.383	0.241	0.524	14.584	5.713	2.59e-05	0.00013	0.172
"Slc38a5"	0.999	0.63	1.368	9.172	5.711	2.6e-05	0.000131	0.576
"Cdk2ap2"	0.547	0.345	0.749	11.805	5.711	2.6e-05	0.000131	0.054
"Cd3g"	1.646	1.038	2.255	7.346	5.71	2.61e-05	0.000131	0.412
"Mthfs"	0.725	0.457	0.993	9.537	5.709	2.61e-05	0.000131	0.508
"LOC502394"	0.696	0.439	0.954	10.703	5.709	2.61e-05	0.000131	0.49
"Acss1"	0.74	0.467	1.014	10.042	5.707	2.62e-05	0.000132	0.436
"Galk2"	0.567	0.357	0.776	11.381	5.707	2.62e-05	0.000132	0.278
"Arhgap18"	0.91	0.574	1.247	11.889	5.706	2.62e-05	0.000132	0.142
"Dnase1l3"	2.426	1.528	3.323	6.012	5.705	2.63e-05	0.000132	0.092
"Sost"	2.355	1.484	3.227	4.048	5.705	2.63e-05	0.000132	0.12
"Egfl8"	2.438	1.536	3.34	12.805	5.704	2.64e-05	0.000132	0.166
"F8"	0.86	0.542	1.178	9.235	5.703	2.64e-05	0.000133	0.169
"Prkrip1"	-0.41	-0.562	-0.258	11.056	-5.701	2.65e-05	0.000133	0.14
"Glmn"	-0.429	-0.587	-0.27	7.598	-5.701	2.65e-05	0.000133	0.18
"RGD1563834"	0.557	0.351	0.763	15.458	5.7	2.66e-05	0.000133	0.244
"Camk2n2"	-1.56	-2.137	-0.982	6.721	-5.7	2.66e-05	0.000133	0.116
"Nup98"	0.567	0.357	0.777	6.43	5.699	2.66e-05	0.000133	0.222
"Gprin2"	-0.72	-0.987	-0.453	4.758	-5.698	2.67e-05	0.000134	0.214
"Htr1a"	-1.583	-2.169	-0.996	3	-5.698	2.67e-05	0.000134	0.124
"Rabepk"	-0.736	-1.009	-0.463	13.376	-5.698	2.67e-05	0.000134	0.283
"Slc5a7"	-1.411	-1.934	-0.888	10.387	-5.697	2.67e-05	0.000134	0.182
"Gdf9"	-1.433	-1.965	-0.902	4.579	-5.696	2.68e-05	0.000134	0.221
"Eif4h"	-0.422	-0.578	-0.265	16.072	-5.695	2.68e-05	0.000134	0.239
"Chd1"	0.55	0.346	0.754	8.018	5.694	2.69e-05	0.000134	0.155
"Clic4"	0.59	0.371	0.809	7.256	5.689	2.72e-05	0.000136	0.092
"Myh10"	-0.952	-1.305	-0.599	9.005	-5.688	2.72e-05	0.000136	0.108
"Pard6b"	-0.455	-0.623	-0.286	5.908	-5.688	2.72e-05	0.000136	0.11
"Cd48"	0.904	0.569	1.24	10.476	5.688	2.72e-05	0.000136	0.14
"Msrb2"	-0.42	-0.575	-0.264	14.118	-5.687	2.73e-05	0.000136	0.104
"Pdzrn4"	-1.329	-1.822	-0.836	6.007	-5.687	2.73e-05	0.000136	0.129
"Mctp1"	-1.203	-1.649	-0.756	5.653	-5.686	2.73e-05	0.000136	0.095
"Gp1bb"	-0.575	-0.788	-0.361	13.052	-5.682	2.75e-05	0.000137	0.071
"Pvalb"	-2.564	-3.517	-1.611	11.315	-5.681	2.76e-05	0.000138	0.095
"Itga5"	1.202	0.755	1.649	6.426	5.68	2.77e-05	0.000138	0.08
