"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Zfp358"	0.009	-0.132	0.15	11.699	0.134	0.895	0.93	0.167
"Clec16a"	0.018	-0.273	0.31	5.738	0.133	0.896	0.93	0.53
"Gclc"	-0.015	-0.252	0.222	7.905	-0.133	0.896	0.93	0.556
"Olr270"	-0.02	-0.335	0.295	1.489	-0.133	0.896	0.93	0.525
"LOC691170"	0.01	-0.156	0.177	10.045	0.132	0.896	0.93	0.326
"Ndst4"	0.053	-0.791	0.897	2.338	0.132	0.896	0.93	0.257
"Acap3"	-0.02	-0.337	0.298	6.601	-0.132	0.897	0.931	0.615
"Olr810"	0.05	-0.746	0.846	1.705	0.132	0.897	0.931	0.339
"Pitx1"	-0.009	-0.147	0.129	10.032	-0.132	0.897	0.931	0.109
"Zcchc7"	-0.019	-0.33	0.292	11.123	-0.131	0.898	0.932	0.764
"Ambn"	0.03	-0.448	0.507	3.828	0.13	0.898	0.932	0.298
"Pars2"	0.016	-0.24	0.271	9.357	0.13	0.898	0.932	0.231
"RGD1308775"	0.056	-0.847	0.959	2.137	0.13	0.898	0.932	0.401
"Cyp2f4"	-0.058	-1.006	0.89	2.602	-0.129	0.899	0.932	0.612
"Olr775"	-0.062	-1.078	0.954	1.713	-0.129	0.899	0.932	0.323
"Olr837"	0.021	-0.325	0.367	5.121	0.129	0.899	0.932	0.176
"RGD1561430"	-0.074	-1.296	1.148	2.278	-0.128	0.899	0.933	0.276
"Shoc2"	0.016	-0.252	0.285	11.043	0.128	0.899	0.933	0.499
"Tcp11l2"	-0.016	-0.273	0.242	10.135	-0.128	0.9	0.933	0.285
"Emilin2"	-0.035	-0.619	0.549	6.331	-0.127	0.9	0.933	0.8
"Rab22a"	-0.009	-0.156	0.138	10.188	-0.127	0.901	0.934	0.117
"Il31ra"	0.069	-1.08	1.218	2.228	0.127	0.901	0.934	0.103
"Pcdh1"	-0.023	-0.398	0.353	5.651	-0.126	0.901	0.934	0.168
"Olr1084"	-0.032	-0.57	0.506	1.532	-0.126	0.901	0.934	0.09
"Olr406"	-0.025	-0.449	0.398	1.392	-0.126	0.901	0.934	0.143
"Hmx1"	-0.026	-0.465	0.413	5.06	-0.125	0.902	0.935	0.152
"Lep"	-0.019	-0.331	0.294	1.762	-0.125	0.902	0.935	0.11
"Zfp78"	0.022	-0.355	0.4	5.337	0.125	0.902	0.935	0.078
"Il5ra"	0.025	-0.397	0.447	1.664	0.125	0.902	0.935	0.069
"Vom2r53"	0.061	-0.964	1.085	1.756	0.125	0.902	0.935	0.07
"Ckb"	-0.01	-0.183	0.163	16.754	-0.124	0.903	0.936	0.071
"Olr1160"	0.041	-0.662	0.745	1.705	0.124	0.903	0.936	0.207
"Plg"	0.087	-1.394	1.567	2.704	0.123	0.903	0.936	0.129
"Nqo2"	-0.07	-1.268	1.129	10.4	-0.123	0.904	0.936	0.056
"Abcg8"	0.058	-0.933	1.049	1.889	0.123	0.904	0.936	0.106
"RGD1562641"	0.042	-0.682	0.766	1.894	0.122	0.904	0.937	0.135
"Cd28"	0.014	-0.228	0.256	1.402	0.122	0.904	0.937	0.089
"Hs3st3b1"	0.039	-0.633	0.71	4.631	0.121	0.905	0.937	0.205
"Olr687"	0.026	-0.431	0.484	4.828	0.122	0.905	0.937	0.092
"Prl3a1"	0.043	-0.697	0.782	1.831	0.121	0.905	0.937	0.122
"Arih2"	-0.076	-1.405	1.253	8.461	-0.121	0.905	0.937	0.127
"Dpp8"	-0.014	-0.257	0.229	7.747	-0.121	0.905	0.937	0.08
"Olr531"	-0.018	-0.329	0.293	1.404	-0.121	0.905	0.937	0.129
"Mnt"	-0.014	-0.25	0.223	7.865	-0.121	0.905	0.937	0.079
"Crygb"	0.043	-0.707	0.792	1.656	0.12	0.906	0.938	0.103
"Lrrc69"	0.026	-0.439	0.492	1.565	0.12	0.906	0.938	0.071
"Ferd3l"	0.032	-0.527	0.59	3.014	0.12	0.906	0.938	0.178
"Msx3"	-0.021	-0.388	0.347	5.412	-0.119	0.906	0.938	0.124
"Olr382"	0.058	-0.966	1.082	2.495	0.119	0.907	0.938	0.156
"Pou5f2"	-0.023	-0.44	0.393	1.426	-0.119	0.907	0.938	0.164
"Prkaa2"	-0.024	-0.442	0.395	6.243	-0.119	0.907	0.938	0.114
"Vom2r63"	-0.073	-1.37	1.224	1.741	-0.119	0.907	0.938	0.37
"Eed"	-0.016	-0.302	0.27	10.259	-0.118	0.907	0.939	1.332
"Taar8b"	0.046	-0.773	0.865	3.051	0.118	0.907	0.939	0.353
"Kif6"	0.022	-0.365	0.408	6.809	0.118	0.907	0.939	0.296
"Olr1144"	-0.03	-0.56	0.501	1.569	-0.118	0.907	0.939	0.176
"Ccl28"	0.046	-0.776	0.868	3.423	0.118	0.908	0.939	0.274
"F9"	0.055	-0.936	1.046	1.827	0.118	0.908	0.939	0.274
"Rhox4g"	-0.036	-0.687	0.614	1.788	-0.117	0.908	0.939	0.32
"Fxyd4"	0.075	-1.267	1.417	2.154	0.117	0.908	0.939	0.068
"Apon"	0.201	-3.408	3.809	2.561	0.117	0.908	0.939	0.185
"Olr711"	-0.032	-0.618	0.553	1.497	-0.117	0.908	0.939	0.095
"LOC679583"	-0.013	-0.254	0.228	8.284	-0.116	0.909	0.94	0.319
"Sult1c2"	-0.07	-1.338	1.198	2.277	-0.116	0.909	0.94	0.126
"Zcchc4"	-0.019	-0.361	0.323	7.275	-0.116	0.909	0.94	1.157
"RGD1304870"	0.046	-0.797	0.89	1.792	0.116	0.909	0.94	0.236
"Efhd2"	-0.014	-0.26	0.233	10.451	-0.116	0.909	0.94	0.215
"Limk2"	0.016	-0.268	0.299	10.393	0.116	0.909	0.94	0.251
"Olr1582"	-0.032	-0.612	0.548	1.632	-0.116	0.909	0.94	0.112
"Lrrc10"	-0.101	-1.945	1.744	2.04	-0.115	0.91	0.94	0.174
"Sdr42e1"	0.048	-0.832	0.927	4.367	0.115	0.91	0.94	0.231
"Olr633"	-0.018	-0.346	0.31	1.411	-0.114	0.91	0.941	0.388
"Svs6"	0.03	-0.517	0.576	1.892	0.114	0.91	0.941	0.231
"Dad1"	0.009	-0.157	0.175	13.565	0.114	0.91	0.941	0.116
"Olr996"	0.035	-0.613	0.683	3.769	0.114	0.911	0.941	0.445
"Coro6"	-0.031	-0.613	0.55	8.585	-0.114	0.911	0.941	0.124
"Cyp21a1"	-0.07	-1.375	1.235	3.199	-0.114	0.911	0.941	0.337
"Vom2r7"	-0.026	-0.514	0.462	1.506	-0.113	0.911	0.941	0.098
"Phf12"	0.012	-0.211	0.235	10.475	0.113	0.911	0.941	0.147
"Brd9"	0.011	-0.2	0.222	8.034	0.113	0.912	0.941	0.123
"Cpa6"	-0.014	-0.286	0.257	1.537	-0.112	0.912	0.942	0.162
"Hao2"	-0.056	-1.112	0.999	2.207	-0.113	0.912	0.942	0.153
"Olr1214"	-0.024	-0.47	0.423	1.656	-0.112	0.912	0.942	0.076
"Klhdc7b"	-0.014	-0.278	0.25	5.265	-0.112	0.912	0.942	0.083
"Vwa5b1"	0.028	-0.501	0.557	5.599	0.112	0.912	0.942	0.429
"Mgam"	-0.044	-0.888	0.8	3.322	-0.111	0.913	0.942	0.142
"Nup85"	0.01	-0.18	0.2	11.971	0.111	0.913	0.942	0.076
"Fbxl2"	0.009	-0.157	0.174	7.962	0.11	0.914	0.943	0.123
"Zbtb40"	0.045	-0.813	0.902	3.817	0.11	0.914	0.943	0.139
"Slc5a1"	-0.071	-1.447	1.305	1.91	-0.109	0.914	0.944	0.191
"Acot12"	-0.048	-0.985	0.888	2.034	-0.109	0.915	0.944	0.089
"LOC310902"	-0.061	-1.252	1.129	2.942	-0.109	0.915	0.944	0.062
"Olr567"	-0.012	-0.243	0.219	9.274	-0.109	0.915	0.944	0.098
"Mageb5"	-0.024	-0.489	0.441	1.473	-0.108	0.915	0.944	0.071
"Zfp112"	0.048	-0.88	0.975	3.228	0.108	0.915	0.944	0.1
"Pcdh18"	-0.018	-0.374	0.338	7.128	-0.108	0.915	0.944	0.071
"Dtl"	-0.061	-1.256	1.134	1.908	-0.108	0.916	0.944	0.125
"Efcab3"	-0.025	-0.524	0.473	1.929	-0.107	0.916	0.944	0.082
"Rptor"	0.014	-0.269	0.298	6.862	0.108	0.916	0.944	0.113
"Xpa"	-0.009	-0.185	0.167	11.388	-0.107	0.916	0.945	0.156
"Tmprss13"	-0.059	-1.225	1.107	3.422	-0.107	0.916	0.945	0.085
"Olr327"	-0.035	-0.732	0.661	5.743	-0.107	0.916	0.945	0.121
"Arid4a"	-0.012	-0.247	0.223	10.773	-0.106	0.916	0.945	0.146
"Olr796"	-0.018	-0.371	0.336	4.647	-0.106	0.917	0.945	0.094
"Cryba2"	0.047	-0.893	0.987	8.316	0.106	0.917	0.945	0.09
"Itsn1"	0.017	-0.32	0.354	9.522	0.105	0.918	0.946	0.161
"Strada"	-0.007	-0.14	0.127	13.972	-0.105	0.918	0.946	0.079
"Cdc37"	-0.01	-0.216	0.196	12.159	-0.104	0.918	0.946	0.175
"Olr1456"	0.025	-0.474	0.523	1.507	0.104	0.918	0.946	0.103
"St6galnac1"	-0.08	-1.709	1.549	2.024	-0.104	0.918	0.946	0.097
"Ccdc70"	-0.015	-0.313	0.283	1.46	-0.104	0.918	0.946	0.343
"Olr825"	-0.028	-0.589	0.534	3.563	-0.104	0.919	0.947	0.183
"LOC691083"	-0.035	-0.74	0.67	4.188	-0.103	0.919	0.947	0.129
"Adam30"	-0.027	-0.58	0.526	1.503	-0.103	0.919	0.947	0.108
"Hsd17b10"	0.006	-0.125	0.137	13.607	0.103	0.919	0.947	0.123
"LOC680329"	0.007	-0.139	0.153	1.423	0.103	0.919	0.947	0.156
"Olr1640"	-0.038	-0.822	0.746	1.709	-0.103	0.919	0.947	0.095
"Tmprss11b"	-0.044	-0.957	0.868	2.111	-0.103	0.919	0.947	0.06
"Olr754"	-0.014	-0.308	0.279	1.69	-0.103	0.919	0.947	0.142
"Apof"	0.043	-0.846	0.933	3.172	0.102	0.92	0.947	0.091
"Ddit4"	-0.02	-0.433	0.393	9.69	-0.102	0.92	0.947	0.107
"Nxf5"	-0.025	-0.54	0.49	1.491	-0.102	0.92	0.947	0.155
"Rsbn1l"	-0.013	-0.272	0.247	7.088	-0.102	0.92	0.947	0.251
"Itgav"	0.013	-0.257	0.283	7.378	0.101	0.92	0.948	0.078
"Olr1386"	-0.049	-1.067	0.97	1.54	-0.101	0.92	0.948	0.06
"Fam81b"	-0.049	-1.08	0.981	1.942	-0.101	0.921	0.948	0.132
"Pla2r1"	0.023	-0.451	0.497	3.259	0.101	0.921	0.948	0.385
"Cyp2r1"	-0.027	-0.598	0.543	4.828	-0.101	0.921	0.948	0.162
"Mfsd9"	0.01	-0.202	0.223	7.586	0.101	0.921	0.948	0.53
"Arhgap21"	-0.015	-0.342	0.311	10.392	-0.1	0.921	0.948	0.147
"Npm2"	0.021	-0.429	0.472	5.261	0.1	0.921	0.948	0.203
"Akap4"	-0.007	-0.151	0.137	1.37	-0.1	0.922	0.948	0.077
"Olr639"	0.02	-0.41	0.451	1.688	0.1	0.922	0.948	0.145
"Vom2r78"	-0.028	-0.631	0.574	1.524	-0.1	0.922	0.948	0.1
"Olr1396"	-0.018	-0.396	0.361	1.624	-0.099	0.922	0.949	0.236
"Olr1076"	-0.02	-0.439	0.4	1.796	-0.099	0.922	0.949	0.197
"Pigb"	0.018	-0.363	0.399	7.237	0.099	0.922	0.949	0.296
"Dmap1"	0.007	-0.14	0.154	12.531	0.099	0.922	0.949	0.474
"RGD1563100"	0.056	-1.134	1.245	2.158	0.099	0.922	0.949	0.161
"Clpp"	0.01	-0.204	0.224	11.744	0.098	0.923	0.949	0.108
"Cnpy1"	0.064	-1.317	1.446	3.409	0.098	0.923	0.949	0.09
"Csta"	0.038	-0.781	0.857	2.88	0.098	0.923	0.949	0.127
"Itgad"	-0.018	-0.394	0.359	5.29	-0.099	0.923	0.949	0.09
"Ppan"	0.035	-0.727	0.798	13.469	0.098	0.923	0.949	0.166
"Stk32a"	-0.012	-0.281	0.256	8.129	-0.098	0.923	0.949	0.382
"Tas2r13"	-0.024	-0.533	0.485	1.421	-0.099	0.923	0.949	0.299
"LOC683674"	0.012	-0.258	0.283	6.781	0.098	0.923	0.949	0.139
"Cldn4"	-0.014	-0.307	0.28	8.851	-0.097	0.923	0.949	0.125
"Cgnl1"	-0.019	-0.441	0.402	5.155	-0.097	0.924	0.949	0.133
"Akp3"	-0.02	-0.456	0.416	4.418	-0.097	0.924	0.95	0.19
"Tbpl2"	0.033	-0.685	0.751	1.9	0.097	0.924	0.95	0.182
"Cthrc1"	0.043	-0.901	0.987	9.221	0.097	0.924	0.95	0.27
"LOC689396"	-0.031	-0.702	0.641	1.518	-0.097	0.924	0.95	0.209
"Rc3h2"	0.012	-0.253	0.277	6.744	0.096	0.925	0.95	0.216
"Aadacl2"	-0.021	-0.489	0.446	1.492	-0.096	0.925	0.95	0.456
"Gpd1l"	-0.014	-0.332	0.303	7.404	-0.096	0.925	0.95	0.282
"LOC310385"	-0.014	-0.328	0.299	14.02	-0.096	0.925	0.95	0.219
"Olr1598"	-0.051	-1.183	1.081	2.467	-0.095	0.925	0.95	0.476
"Marcksl1"	0.012	-0.247	0.27	11.257	0.095	0.925	0.951	0.321
"Rlf"	0.013	-0.283	0.309	7.345	0.094	0.926	0.951	0.325
"Aars2"	0.01	-0.216	0.236	6.82	0.094	0.926	0.951	0.295
"Kin"	-0.007	-0.17	0.155	9.087	-0.094	0.926	0.951	0.495
"Zmat2"	-0.007	-0.156	0.143	10.944	-0.094	0.926	0.951	0.133
"Cct7"	-0.008	-0.185	0.169	12.471	-0.093	0.927	0.952	0.158
"Fibcd1"	-0.038	-0.905	0.828	3.404	-0.093	0.927	0.952	0.426
"Olr1434"	-0.058	-1.379	1.262	2.861	-0.093	0.927	0.952	0.21
"Pdc"	0.008	-0.178	0.194	1.558	0.093	0.927	0.952	0.157
"Rbl2"	0.007	-0.159	0.174	10.615	0.093	0.927	0.952	0.146
"RGD1559726"	0.015	-0.336	0.367	1.714	0.093	0.927	0.952	0.322
"Ckm"	0.036	-0.781	0.853	3.688	0.092	0.927	0.952	0.092
"Dmbx1"	-0.032	-0.754	0.691	3.634	-0.092	0.928	0.952	0.224
"Atl3"	0.012	-0.273	0.298	7.68	0.092	0.928	0.952	0.167
"Lrrc51"	0.012	-0.263	0.287	11.97	0.092	0.928	0.952	0.096
"Olr1321"	-0.008	-0.191	0.176	1.622	-0.091	0.928	0.953	0.341
"Hspa8-ps1"	-0.012	-0.285	0.262	14.775	-0.091	0.929	0.953	0.162
"Prdm9"	-0.011	-0.26	0.239	10.26	-0.091	0.929	0.953	0.094
"Lta4h"	-0.007	-0.172	0.158	12.493	-0.091	0.929	0.953	0.187
"Adam28"	0.057	-1.273	1.386	2.094	0.09	0.929	0.953	0.116
"Rnpc3"	0.012	-0.267	0.291	9.417	0.09	0.929	0.953	0.103
"Prr11"	-0.051	-1.242	1.14	3.273	-0.09	0.929	0.953	0.128
"Arid4b"	0.013	-0.294	0.32	10.161	0.09	0.93	0.953	0.413
"Cenpe"	-0.059	-1.46	1.341	4.896	-0.089	0.93	0.953	0.46
"Cldn3"	-0.016	-0.388	0.357	7.111	-0.089	0.93	0.953	0.128
"Fev"	0.016	-0.368	0.4	1.844	0.09	0.93	0.953	0.114
"Krtap15-1"	-0.078	-1.914	1.758	1.931	-0.09	0.93	0.953	0.144
"Olr880"	-0.027	-0.662	0.608	1.924	-0.089	0.93	0.953	0.554
"Lrp8"	0.009	-0.214	0.233	6.662	0.089	0.93	0.953	0.087
"Pdhx"	-0.008	-0.197	0.181	8.852	-0.089	0.93	0.953	0.415
"Rpl37"	-0.006	-0.138	0.126	12.542	-0.089	0.93	0.953	0.619
"Armc7"	0.008	-0.175	0.19	7.964	0.088	0.931	0.954	0.148
"Atrn"	-0.012	-0.307	0.282	12.624	-0.088	0.931	0.954	0.171
"Olr630"	-0.051	-1.272	1.169	1.749	-0.088	0.931	0.954	0.547
"Mov10l1"	0.047	-1.072	1.166	1.937	0.088	0.931	0.954	0.09
"Muc15"	-0.027	-0.681	0.627	1.674	-0.088	0.931	0.954	0.083
"Metap2"	0.007	-0.154	0.168	12.985	0.088	0.931	0.954	0.126
"Cnga4"	0.037	-0.855	0.929	2.496	0.088	0.931	0.954	0.123
"Pola2"	-0.018	-0.442	0.407	6.27	-0.087	0.931	0.954	0.519
"Plekhg1"	-0.016	-0.402	0.37	6.339	-0.087	0.932	0.954	0.163
"Rbm22"	0.014	-0.33	0.358	10.754	0.087	0.932	0.955	0.08
"Rbm45"	0.006	-0.147	0.16	11.255	0.087	0.932	0.955	0.135
"Cldn2"	-0.019	-0.482	0.444	1.79	-0.086	0.933	0.955	0.099
"Leprotl1"	0.009	-0.221	0.24	12.07	0.086	0.932	0.955	0.192
"LOC365778"	-0.056	-1.433	1.321	3.187	-0.086	0.932	0.955	0.147
"Olr1122"	-0.021	-0.532	0.491	2.282	-0.086	0.933	0.955	0.084
"RGD1560112"	0.105	-2.457	2.666	2.25	0.086	0.932	0.955	0.517
"RGD1562492"	-0.022	-0.566	0.521	4.343	-0.086	0.933	0.955	0.099
"Duox2"	0.052	-1.233	1.336	3.427	0.085	0.933	0.956	0.633
"Dio1"	0.015	-0.354	0.384	5.369	0.084	0.934	0.956	0.238
"Olr472"	-0.038	-0.977	0.902	1.618	-0.084	0.934	0.956	0.167
"Olr1378"	0.022	-0.535	0.579	4.041	0.084	0.934	0.956	0.083
"Olr707"	-0.019	-0.49	0.452	1.563	-0.084	0.934	0.956	0.085
"Olr1593"	0.039	-0.94	1.018	2.403	0.084	0.934	0.956	0.159
"Pip"	-0.054	-1.415	1.308	1.867	-0.083	0.935	0.956	0.112
"Trappc5"	-0.005	-0.141	0.13	12.139	-0.083	0.935	0.956	0.532
"Amfr"	-0.007	-0.184	0.17	13.482	-0.083	0.935	0.956	0.153
"Olr855"	-0.034	-0.887	0.82	1.695	-0.083	0.935	0.956	0.182
"Vom2r-ps59"	-0.024	-0.646	0.597	1.638	-0.083	0.935	0.956	0.204
"Ehd1"	0.012	-0.289	0.313	10.86	0.082	0.935	0.957	0.091
"Chaf1b"	-0.012	-0.313	0.29	12.292	-0.082	0.936	0.957	0.086
"Olr32"	-0.02	-0.53	0.491	1.815	-0.082	0.936	0.957	0.077
"LOC102549260"	0.042	-1.043	1.127	2.569	0.082	0.936	0.957	0.433
"Kir3dl1"	-0.03	-0.821	0.76	1.691	-0.081	0.936	0.958	0.2
"Gucy2f"	0.045	-1.114	1.203	2.254	0.081	0.936	0.958	0.125
"Olr23"	0.013	-0.318	0.344	1.699	0.081	0.936	0.958	0.109
"Clul1"	0.035	-0.883	0.953	1.812	0.081	0.937	0.958	0.242
"LOC499469"	-0.009	-0.243	0.226	1.398	-0.08	0.937	0.958	0.103
"Adam2"	-0.015	-0.417	0.387	1.458	-0.08	0.937	0.958	0.119
"Dapl1"	0.073	-1.845	1.991	8.289	0.08	0.937	0.958	0.118
"Muc2"	0.028	-0.713	0.769	1.659	0.08	0.937	0.958	0.075
"Zfp518b"	0.046	-1.157	1.248	1.942	0.08	0.937	0.958	0.079
"Lypla1"	0.008	-0.191	0.206	10.122	0.08	0.937	0.958	0.128
"LOC295184"	0.026	-0.672	0.724	1.758	0.079	0.938	0.958	0.102
"Cstf2t"	-0.023	-0.643	0.597	9.298	-0.079	0.938	0.958	0.214
"Faf1"	0.006	-0.16	0.173	8.909	0.079	0.938	0.959	0.417
"Olr1l"	0.038	-0.98	1.056	2.2	0.079	0.938	0.959	0.068
"Capza3"	-0.049	-1.371	1.272	2.01	-0.079	0.938	0.959	0.07
"Acads"	0.005	-0.126	0.136	14.347	0.079	0.938	0.959	0.46
"Xpot"	-0.008	-0.217	0.202	11.561	-0.078	0.939	0.959	0.205
"Dusp10"	-0.009	-0.256	0.237	1.467	-0.077	0.939	0.96	0.109
"Nr1h4"	0.025	-0.661	0.711	1.619	0.077	0.94	0.96	0.072
"Armc10"	0.007	-0.177	0.191	8.515	0.077	0.94	0.96	0.182
"Dpy19l4"	0.006	-0.171	0.183	8.096	0.077	0.94	0.96	0.054
"Obp2b"	-0.016	-0.466	0.434	1.709	-0.077	0.94	0.96	0.076
"Enthd1"	0.018	-0.479	0.514	1.921	0.076	0.94	0.96	0.128
"Ntsr2"	0.015	-0.399	0.428	14.859	0.076	0.94	0.96	0.081
"Olr51"	-0.013	-0.381	0.355	1.422	-0.076	0.94	0.96	0.083
"LOC301686"	0.013	-0.34	0.365	1.792	0.076	0.94	0.96	0.097
"Map4k3"	0.007	-0.198	0.213	8.924	0.075	0.941	0.961	0.115
"Prmt2"	0.015	-0.413	0.444	10.061	0.075	0.941	0.961	0.08
"Olr1452"	0.016	-0.432	0.464	6.099	0.074	0.942	0.961	0.109
"Il12rb1"	-0.057	-1.693	1.579	2.336	-0.074	0.942	0.961	0.103
"Il9"	-0.027	-0.789	0.736	1.602	-0.074	0.942	0.961	0.618
"Trabd"	-0.007	-0.197	0.184	8.393	-0.074	0.942	0.961	0.101
"Agl"	-0.01	-0.308	0.288	11.144	-0.074	0.942	0.962	0.273
"Kcnj8"	-0.009	-0.266	0.248	12.634	-0.074	0.942	0.962	0.167
"Olr476"	0.027	-0.756	0.81	2.08	0.074	0.942	0.962	0.194
"Sf3a1"	0.008	-0.211	0.226	9.357	0.072	0.943	0.962	0.188
"Rag2"	-0.027	-0.815	0.761	1.469	-0.072	0.943	0.962	0.398
"Baalc"	-0.009	-0.269	0.251	13.072	-0.072	0.943	0.962	0.186
"Abhd12b"	-0.029	-0.873	0.816	1.595	-0.072	0.944	0.962	0.095
"Amelx"	-0.024	-0.714	0.667	2.19	-0.072	0.944	0.962	0.188
"Mos"	0.032	-0.904	0.968	1.98	0.072	0.944	0.962	0.135
"Olr74"	0.025	-0.712	0.762	4.039	0.072	0.944	0.962	0.187
"RGD1562521"	-0.032	-0.97	0.906	2.612	-0.072	0.944	0.962	0.363
"Hsd17b8"	0.005	-0.154	0.164	11.456	0.071	0.944	0.963	0.154
"Olr1073"	-0.037	-1.136	1.062	1.631	-0.071	0.944	0.963	0.142
"Aqp7"	0.026	-0.76	0.813	2.123	0.07	0.945	0.963	0.585
"Zkscan5"	0.007	-0.21	0.225	9.47	0.071	0.945	0.963	0.214
"Olr260"	0.035	-1.034	1.105	2.239	0.07	0.945	0.963	0.278
"Inca1"	0.014	-0.4	0.427	4.492	0.07	0.945	0.964	0.144
"Hp"	0.037	-1.081	1.155	8.905	0.069	0.946	0.964	0.149
"Ercc3"	-0.004	-0.132	0.124	13.747	-0.069	0.946	0.964	0.219
"Olr1673"	-0.024	-0.767	0.719	1.779	-0.069	0.946	0.964	0.196
"LOC498155"	-0.032	-1.013	0.949	2.029	-0.069	0.946	0.964	0.201
"Golga3"	0.008	-0.229	0.244	9.913	0.068	0.947	0.965	0.104
"Olr792"	0.048	-1.459	1.556	2.268	0.068	0.947	0.965	0.18
"Olr109"	0.003	-0.099	0.105	1.367	0.068	0.947	0.965	0.406
"Olr1297"	-0.03	-0.975	0.915	1.629	-0.067	0.947	0.965	0.142
"Lcn9"	-0.038	-1.225	1.149	1.694	-0.067	0.947	0.965	0.143
"Crisp2"	-0.044	-1.423	1.336	1.817	-0.067	0.948	0.965	0.192
"Vom2r60"	0.022	-0.667	0.71	4.796	0.066	0.948	0.966	0.066
"Rnf113a2"	-0.006	-0.188	0.176	10.211	-0.066	0.948	0.966	0.127
"LOC257642"	0.009	-0.271	0.288	17.328	0.066	0.948	0.966	0.136
"Carmil1"	0.009	-0.278	0.296	6.282	0.065	0.949	0.966	0.063
"Dus4l"	-0.014	-0.483	0.454	4.697	-0.065	0.949	0.966	0.088
"F11"	0.028	-0.882	0.938	2.527	0.065	0.949	0.966	0.1
"Olr1138"	0.021	-0.668	0.711	1.626	0.065	0.949	0.966	0.125
"Olr189"	0.014	-0.437	0.464	1.55	0.065	0.949	0.966	0.119
"Pdzd3"	0.015	-0.466	0.495	9.201	0.065	0.949	0.966	0.079
"Tubgcp6"	0.009	-0.272	0.289	7.334	0.065	0.949	0.966	0.162
"Olr841"	0.033	-1.063	1.13	2.154	0.064	0.949	0.966	0.437
"Dzip1-ps1"	0.018	-0.568	0.604	1.916	0.064	0.95	0.966	0.177
"Gan"	-0.011	-0.372	0.35	4.76	-0.064	0.95	0.966	0.081
"Olr1422"	-0.028	-0.941	0.885	1.547	-0.064	0.95	0.966	0.089
"Olr947"	0.009	-0.288	0.306	1.597	0.064	0.95	0.966	0.227
"Dusp16"	0.008	-0.253	0.268	8.668	0.064	0.95	0.967	0.058
"Olr1627"	-0.012	-0.401	0.378	1.412	-0.063	0.95	0.967	0.115
"Dph2"	0.007	-0.225	0.239	6.427	0.063	0.95	0.967	0.188
"Glis1"	0.011	-0.359	0.381	5.586	0.063	0.951	0.967	0.117
"Neurog2"	-0.008	-0.29	0.273	5.366	-0.063	0.95	0.967	0.129
"Rnf152"	-0.009	-0.311	0.293	4.87	-0.063	0.951	0.967	0.082
"Prl8a9"	-0.025	-0.859	0.81	1.875	-0.063	0.951	0.967	0.098
"RGD1304554"	0.008	-0.256	0.271	1.602	0.062	0.951	0.967	0.168
"Olr629"	-0.034	-1.19	1.123	2.675	-0.062	0.952	0.968	0.126
"Olr407"	-0.024	-0.847	0.799	1.78	-0.062	0.952	0.968	0.077
"Cyp4a2"	-0.013	-0.463	0.437	5.891	-0.061	0.952	0.968	0.121
"Dnajc9"	0.008	-0.276	0.292	12.464	0.061	0.952	0.969	0.107
"LOC686063"	0.028	-0.965	1.021	3.187	0.06	0.953	0.969	0.087
"Npc1"	0.008	-0.26	0.276	7.301	0.06	0.953	0.969	0.207
"Gys1"	-0.006	-0.231	0.218	7.147	-0.06	0.953	0.969	0.085
"Susd5"	-0.005	-0.2	0.189	6.576	-0.06	0.953	0.969	0.096
"Rasip1"	-0.006	-0.235	0.222	11.381	-0.059	0.953	0.969	0.121
"Olr634"	-0.016	-0.585	0.553	1.481	-0.059	0.953	0.969	0.205
"Olr485"	-0.01	-0.377	0.357	1.413	-0.059	0.954	0.969	0.162
"Olr727"	-0.016	-0.587	0.555	1.508	-0.059	0.954	0.969	0.147
"Vps72"	0.004	-0.145	0.154	10.237	0.059	0.954	0.97	0.117
"Rnf26"	0.008	-0.286	0.303	9.926	0.058	0.954	0.97	0.085
"Tsen54"	0.009	-0.302	0.319	9.507	0.058	0.954	0.97	0.072
"Olr130"	0.036	-1.258	1.329	2.103	0.058	0.954	0.97	0.166
"Ubc"	-0.003	-0.122	0.115	17.618	-0.058	0.955	0.97	0.142
"Gsta3"	0.014	-0.487	0.515	16.052	0.058	0.955	0.97	0.084
"Pde6b"	-0.034	-1.272	1.205	2.804	-0.058	0.955	0.97	0.254
"Gngt1"	-0.027	-1.027	0.973	3.083	-0.057	0.955	0.97	0.084
"Cyp2j13"	-0.02	-0.751	0.711	1.818	-0.057	0.955	0.97	0.151
"Obox5"	0.036	-1.278	1.349	2.683	0.057	0.955	0.97	0.089
"Csnk2b"	-0.006	-0.212	0.201	12.214	-0.057	0.955	0.97	0.11
"Cyp2b3"	0.006	-0.201	0.212	5.374	0.057	0.955	0.97	0.21
"Mtx1"	-0.006	-0.234	0.222	10.036	-0.057	0.955	0.97	0.131
"Olr308"	0.016	-0.571	0.602	1.687	0.057	0.955	0.97	0.388
"Olr465"	0.01	-0.366	0.386	1.535	0.056	0.956	0.97	0.176
"Hdgfl1"	-0.016	-0.618	0.586	4.656	-0.056	0.956	0.97	0.093
"LOC298111"	0.042	-1.534	1.618	2.624	0.056	0.956	0.971	0.118
